"","Code","country","century","decade","year","height.cm","year_decade","height.in"
"814",392,"Japan","19","3","0",161.43,"1930",63.5551181102362
"815",496,"Mongolia","19","3","0",164.8,"1930",64.8818897637795
"816",116,"Cambodia","19","3","0",158.4,"1930",62.3622047244095
"817",360,"Indonesia","19","3","0",160.69,"1930",63.2637795275591
"818",418,"Lao People's Democratic Republic","19","3","0",160.2,"1930",63.0708661417323
"819",458,"Malaysia","19","3","0",162.5,"1930",63.9763779527559
"820",608,"Philippines","19","3","0",163.375,"1930",64.3208661417323
"821",764,"Thailand","19","3","0",161.2,"1930",63.4645669291339
"822",704,"Viet Nam","19","3","0",158.4,"1930",62.3622047244095
"823",48,"Bahrain","19","3","0",160.7,"1930",63.2677165354331
"824",376,"Israel","19","3","0",167.5,"1930",65.9448818897638
"825",792,"Turkey","19","3","0",169.29,"1930",66.6496062992126
"826",398,"Kazakhstan","19","3","0",164.4,"1930",64.7244094488189
"827",417,"Kyrgyzstan","19","3","0",164.5,"1930",64.7637795275591
"828",12,"Algeria","19","3","0",169,"1930",66.5354330708661
"829",729,"Sudan (North)","19","3","0",167.9,"1930",66.1023622047244
"830",736,"Sudan (until 2011)","19","3","0",167.9,"1930",66.1023622047244
"831",204,"Benin","19","3","0",168.2,"1930",66.2204724409449
"832",854,"Burkina Faso","19","3","0",171,"1930",67.3228346456693
"833",384,"Cote d'Ivoire","19","3","0",167.5,"1930",65.9448818897638
"834",288,"Ghana","19","3","0",167.65,"1930",66.003937007874
"835",324,"Guinea","19","3","0",167.528,"1930",65.955905511811
"836",624,"Guinea-Bissau","19","3","0",169.4,"1930",66.6929133858268
"837",430,"Liberia","19","3","0",167.235,"1930",65.8405511811024
"838",466,"Mali","19","3","0",168.5,"1930",66.3385826771653
"839",478,"Mauritania","19","3","0",170.149,"1930",66.9877952755906
"840",562,"Niger","19","3","0",172.7,"1930",67.992125984252
"841",566,"Nigeria","19","3","0",164.62,"1930",64.8110236220472
"842",686,"Senegal","19","3","0",171.109,"1930",67.3657480314961
"843",694,"Sierra Leone","19","3","0",165.5,"1930",65.1574803149606
"844",24,"Angola","19","3","0",166.7,"1930",65.6299212598425
"845",120,"Cameroon","19","3","0",169.5,"1930",66.7322834645669
"846",140,"Central African Republic","19","3","0",164,"1930",64.5669291338583
"847",148,"Chad","19","3","0",170.61,"1930",67.1692913385827
"848",178,"Congo","19","3","0",164.62,"1930",64.8110236220472
"849",180,"Democratic Republic of the Congo","19","3","0",167.308,"1930",65.8692913385827
"850",226,"Equatorial Guinea","19","3","0",169,"1930",66.5354330708661
"851",516,"Namibia","19","3","0",171.11,"1930",67.3661417322835
"852",710,"South Africa","19","3","0",169.984,"1930",66.9228346456693
"853",748,"Swaziland","19","3","0",168.812,"1930",66.4614173228346
"854",108,"Burundi","19","3","0",169.355,"1930",66.6751968503937
"855",232,"Eritrea","19","3","0",164,"1930",64.5669291338583
"856",230,"Ethiopia (until 1993)","19","3","0",167.27,"1930",65.8543307086614
"857",231,"Ethiopia (from 1993)","19","3","0",167.27,"1930",65.8543307086614
"858",454,"Malawi","19","3","0",165.6,"1930",65.1968503937008
"859",508,"Mozambique","19","3","0",167.29,"1930",65.8622047244095
"860",646,"Rwanda","19","3","0",169.321,"1930",66.6618110236221
"861",706,"Somalia","19","3","0",172.9,"1930",68.0708661417323
"862",800,"Uganda","19","3","0",164.892,"1930",64.9181102362205
"863",834,"United Republic of Tanzania","19","3","0",166.6,"1930",65.5905511811024
"864",56,"Belgium","19","4","0",174.54,"1940",68.7165354330709
"865",280,"Federal Republic of Germany (until 1990)","19","4","0",175.2,"1940",68.9763779527559
"866",250,"France","19","4","0",171.7,"1940",67.5984251968504
"867",276,"Germany","19","4","0",175.2,"1940",68.9763779527559
"868",528,"Netherlands","19","4","0",177.5,"1940",69.8818897637795
"869",208,"Denmark","19","4","0",175.9,"1940",69.251968503937
"870",246,"Finland","19","4","0",174.8,"1940",68.8188976377953
"871",428,"Latvia","19","4","0",174.211,"1940",68.5870078740158
"872",440,"Lithuania","19","4","0",173.725,"1940",68.3956692913386
"873",578,"Norway","19","4","0",177.5,"1940",69.8818897637795
"874",752,"Sweden","19","4","0",178.5,"1940",70.2755905511811
"875",826,"United Kingdom of Great Britain and Northern Ireland","19","4","0",174.9,"1940",68.8582677165354
"876",300,"Greece","19","4","0",169.2,"1940",66.6141732283464
"877",380,"Italy","19","4","0",169.3,"1940",66.6535433070866
"878",620,"Portugal","19","4","0",166.385,"1940",65.505905511811
"879",724,"Spain","19","4","0",166.3,"1940",65.4724409448819
"880",100,"Bulgaria","19","4","0",171.3,"1940",67.4409448818898
"881",203,"Czech Republic","19","4","0",176.8,"1940",69.6062992125984
"882",616,"Poland","19","4","0",170.5,"1940",67.1259842519685
"883",642,"Romania","19","4","0",169.253,"1940",66.6350393700787
"884",643,"Russian Federation","19","4","0",169,"1940",66.5354330708661
"885",703,"Slovakia","19","4","0",172.8,"1940",68.0314960629921
"886",124,"Canada","19","4","0",174.6,"1940",68.740157480315
"887",840,"United States of America","19","4","0",176.1,"1940",69.3307086614173
"888",192,"Cuba","19","4","0",169.4,"1940",66.6929133858268
"889",214,"Dominican Republic","19","4","0",167.4,"1940",65.9055118110236
"890",388,"Jamaica","19","4","0",168.281,"1940",66.2523622047244
"891",188,"Costa Rica","19","4","0",166.1,"1940",65.3937007874016
"892",484,"Mexico","19","4","0",165.8,"1940",65.2755905511811
"893",32,"Argentina","19","4","0",170.6,"1940",67.1653543307087
"894",68,"Bolivia (Plurinational State of)","19","4","0",163.4,"1940",64.3307086614173
"895",76,"Brazil","19","4","0",167.1,"1940",65.7874015748031
"896",170,"Colombia","19","4","0",167.05,"1940",65.7677165354331
"897",604,"Peru","19","4","0",160.947,"1940",63.3649606299213
"898",598,"Papua New Guinea","19","4","0",158.875,"1940",62.5492125984252
"899",356,"India","19","4","0",164.049,"1940",64.5862204724409
"900",364,"Iran (Islamic Republic of)","19","4","0",167.8,"1940",66.0629921259843
"901",524,"Nepal","19","4","0",162.383,"1940",63.9303149606299
"902",586,"Pakistan","19","4","0",168.1,"1940",66.1811023622047
"903",156,"China","19","4","0",167.4,"1940",65.9055118110236
"904",344,"China, Hong Kong Special Administrative Region","19","4","0",167.1,"1940",65.7874015748031
"905",408,"Democratic People's Republic of Korea","19","4","0",166.51,"1940",65.5551181102362
"906",392,"Japan","19","4","0",162.6,"1940",64.0157480314961
"907",410,"Republic of Korea","19","4","0",166.51,"1940",65.5551181102362
"908",360,"Indonesia","19","4","0",160.4,"1940",63.1496062992126
"909",418,"Lao People's Democratic Republic","19","4","0",163.2,"1940",64.251968503937
"910",104,"Myanmar","19","4","0",164.8,"1940",64.8818897637795
"911",608,"Philippines","19","4","0",164.6,"1940",64.8031496062992
"912",51,"Armenia","19","4","0",167.99,"1940",66.1377952755905
"913",48,"Bahrain","19","4","0",163.8,"1940",64.488188976378
"914",376,"Israel","19","4","0",165.746,"1940",65.2543307086614
"915",400,"Jordan","19","4","0",166.053,"1940",65.3751968503937
"916",422,"Lebanon","19","4","0",169.352,"1940",66.6740157480315
"917",682,"Saudi Arabia","19","4","0",169.2,"1940",66.6141732283464
"918",792,"Turkey","19","4","0",167.2,"1940",65.8267716535433
"919",860,"Uzbekistan","19","4","0",170.323,"1940",67.0562992125984
"920",818,"Egypt","19","4","0",167.504,"1940",65.9464566929134
"921",504,"Morocco","19","4","0",168.107,"1940",66.1838582677165
"922",854,"Burkina Faso","19","4","0",172.451,"1940",67.894094488189
"923",384,"Cote d'Ivoire","19","4","0",168.65,"1940",66.3976377952756
"924",288,"Ghana","19","4","0",168.6,"1940",66.3779527559055
"925",624,"Guinea-Bissau","19","4","0",168.9,"1940",66.496062992126
"926",466,"Mali","19","4","0",170.5,"1940",67.1259842519685
"927",562,"Niger","19","4","0",171.179,"1940",67.3933070866142
"928",566,"Nigeria","19","4","0",167.2,"1940",65.8267716535433
"929",686,"Senegal","19","4","0",171.861,"1940",67.661811023622
"930",178,"Congo","19","4","0",166.88,"1940",65.7007874015748
"931",516,"Namibia","19","4","0",172.312,"1940",67.8393700787402
"932",710,"South Africa","19","4","0",168.225,"1940",66.2303149606299
"933",230,"Ethiopia (until 1993)","19","4","0",168.5,"1940",66.3385826771653
"934",231,"Ethiopia (from 1993)","19","4","0",168.5,"1940",66.3385826771653
"935",454,"Malawi","19","4","0",166.202,"1940",65.4338582677165
"936",834,"United Republic of Tanzania","19","4","0",165.569,"1940",65.1846456692913
"937",894,"Zambia","19","4","0",168.063,"1940",66.1665354330709
"938",280,"Federal Republic of Germany (until 1990)","19","5","0",176.8,"1950",69.6062992125984
"939",250,"France","19","5","0",173.175,"1950",68.1791338582677
"940",276,"Germany","19","5","0",176.8,"1950",69.6062992125984
"941",528,"Netherlands","19","5","0",178.7,"1950",70.3543307086614
"942",208,"Denmark","19","5","0",179.8,"1950",70.7874015748032
"943",246,"Finland","19","5","0",178,"1950",70.0787401574803
"944",372,"Ireland","19","5","0",174.9,"1950",68.8582677165354
"945",578,"Norway","19","5","0",178.1,"1950",70.1181102362205
"946",752,"Sweden","19","5","0",179.3,"1950",70.5905511811024
"947",826,"United Kingdom of Great Britain and Northern Ireland","19","5","0",176,"1950",69.2913385826772
"948",191,"Croatia","19","5","0",175.1,"1950",68.9370078740157
"949",300,"Greece","19","5","0",173.7,"1950",68.3858267716535
"950",380,"Italy","19","5","0",171.3,"1950",67.4409448818898
"951",620,"Portugal","19","5","0",167.41,"1950",65.9094488188976
"952",705,"Slovenia","19","5","0",175.8,"1950",69.2125984251969
"953",724,"Spain","19","5","0",170.8,"1950",67.244094488189
"954",100,"Bulgaria","19","5","0",172.9,"1950",68.0708661417323
"955",203,"Czech Republic","19","5","0",177.7,"1950",69.9606299212598
"956",348,"Hungary","19","5","0",175.4,"1950",69.0551181102362
"957",616,"Poland","19","5","0",173.2,"1950",68.1889763779528
"958",498,"Republic of Moldova","19","5","0",172.007,"1950",67.7192913385827
"959",643,"Russian Federation","19","5","0",172,"1950",67.7165354330709
"960",124,"Canada","19","5","0",177,"1950",69.6850393700787
"961",840,"United States of America","19","5","0",177.1,"1950",69.7244094488189
"962",192,"Cuba","19","5","0",169.2,"1950",66.6141732283464
"963",214,"Dominican Republic","19","5","0",168.1,"1950",66.1811023622047
"964",332,"Haiti","19","5","0",170.377,"1950",67.0775590551181
"965",320,"Guatemala","19","5","0",159.2,"1950",62.6771653543307
"966",340,"Honduras","19","5","0",163.971,"1950",64.5555118110236
"967",484,"Mexico","19","5","0",165.093,"1950",64.9972440944882
"968",558,"Nicaragua","19","5","0",165.615,"1950",65.2027559055118
"969",32,"Argentina","19","5","0",170.8,"1950",67.244094488189
"970",68,"Bolivia (Plurinational State of)","19","5","0",162.482,"1950",63.9692913385827
"971",76,"Brazil","19","5","0",168.2,"1950",66.2204724409449
"972",152,"Chile","19","5","0",169.64,"1950",66.7874015748031
"973",170,"Colombia","19","5","0",167.8,"1950",66.0629921259843
"974",604,"Peru","19","5","0",162.226,"1950",63.8685039370079
"975",50,"Bangladesh","19","5","0",161.555,"1950",63.6043307086614
"976",356,"India","19","5","0",163.542,"1950",64.3866141732284
"977",364,"Iran (Islamic Republic of)","19","5","0",168.78,"1950",66.4488188976378
"978",524,"Nepal","19","5","0",161.783,"1950",63.694094488189
"979",156,"China","19","5","0",169.2,"1950",66.6141732283464
"980",408,"Democratic People's Republic of Korea","19","5","0",168.6,"1950",66.3779527559055
"981",392,"Japan","19","5","0",163.6,"1950",64.4094488188976
"982",410,"Republic of Korea","19","5","0",168.6,"1950",66.3779527559055
"983",116,"Cambodia","19","5","0",162.361,"1950",63.9216535433071
"984",360,"Indonesia","19","5","0",161.65,"1950",63.6417322834646
"985",31,"Azerbaijan","19","5","0",171.216,"1950",67.407874015748
"986",48,"Bahrain","19","5","0",164,"1950",64.5669291338583
"987",400,"Jordan","19","5","0",169.97,"1950",66.9173228346457
"988",275,"Occupied Palestinian Territory","19","5","0",171,"1950",67.3228346456693
"989",682,"Saudi Arabia","19","5","0",170.3,"1950",67.0472440944882
"990",792,"Turkey","19","5","0",166.6,"1950",65.5905511811024
"991",398,"Kazakhstan","19","5","0",170.3,"1950",67.0472440944882
"992",417,"Kyrgyzstan","19","5","0",169.8,"1950",66.8503937007874
"993",860,"Uzbekistan","19","5","0",171.5,"1950",67.5196850393701
"994",818,"Egypt","19","5","0",170.09,"1950",66.9645669291339
"995",504,"Morocco","19","5","0",169.012,"1950",66.540157480315
"996",204,"Benin","19","5","0",169.911,"1950",66.894094488189
"997",854,"Burkina Faso","19","5","0",172.226,"1950",67.8055118110236
"998",384,"Cote d'Ivoire","19","5","0",170,"1950",66.9291338582677
"999",288,"Ghana","19","5","0",169.49,"1950",66.7283464566929
"1000",324,"Guinea","19","5","0",168.738,"1950",66.4322834645669
"1001",624,"Guinea-Bissau","19","5","0",168.9,"1950",66.496062992126
"1002",430,"Liberia","19","5","0",166.975,"1950",65.738188976378
"1003",466,"Mali","19","5","0",172.483,"1950",67.9066929133858
"1004",562,"Niger","19","5","0",170.946,"1950",67.3015748031496
"1005",566,"Nigeria","19","5","0",168.544,"1950",66.355905511811
"1006",686,"Senegal","19","5","0",173.913,"1950",68.4696850393701
"1007",768,"Togo","19","5","0",170.8,"1950",67.244094488189
"1008",120,"Cameroon","19","5","0",171.251,"1950",67.4216535433071
"1009",140,"Central African Republic","19","5","0",169.3,"1950",66.6535433070866
"1010",148,"Chad","19","5","0",173.69,"1950",68.3818897637795
"1011",178,"Congo","19","5","0",168.447,"1950",66.3177165354331
"1012",180,"Democratic Republic of the Congo","19","5","0",168.469,"1950",66.3263779527559
"1013",266,"Gabon","19","5","0",171.2,"1950",67.4015748031496
"1014",426,"Lesotho","19","5","0",167.97,"1950",66.1299212598425
"1015",516,"Namibia","19","5","0",171.906,"1950",67.6795275590551
"1016",710,"South Africa","19","5","0",170.1,"1950",66.9685039370079
"1017",748,"Swaziland","19","5","0",169.473,"1950",66.7216535433071
"1018",174,"Comoros","19","5","0",166.8,"1950",65.6692913385827
"1019",232,"Eritrea","19","5","0",156.7,"1950",61.6929133858268
"1020",230,"Ethiopia (until 1993)","19","5","0",166.823,"1950",65.6783464566929
"1021",231,"Ethiopia (from 1993)","19","5","0",166.823,"1950",65.6783464566929
"1022",404,"Kenya","19","5","0",169.884,"1950",66.8834645669291
"1023",450,"Madagascar","19","5","0",164.056,"1950",64.5889763779528
"1024",454,"Malawi","19","5","0",166.617,"1950",65.5972440944882
"1025",508,"Mozambique","19","5","0",165.967,"1950",65.3413385826772
"1026",646,"Rwanda","19","5","0",168.887,"1950",66.4909448818898
"1027",800,"Uganda","19","5","0",169.822,"1950",66.8590551181102
"1028",834,"United Republic of Tanzania","19","5","0",166.195,"1950",65.4311023622047
"1029",894,"Zambia","19","5","0",169.635,"1950",66.7854330708661
"1030",716,"Zimbabwe","19","5","0",170.988,"1950",67.3181102362205
"1031",40,"Austria","19","6","0",177,"1960",69.6850393700787
"1032",56,"Belgium","19","6","0",176.8,"1960",69.6062992125984
"1033",280,"Federal Republic of Germany (until 1990)","19","6","0",178.9,"1960",70.4330708661417
"1034",250,"France","19","6","0",174.9,"1960",68.8582677165354
"1035",276,"Germany","19","6","0",178.9,"1960",70.4330708661417
"1036",528,"Netherlands","19","6","0",182.2,"1960",71.7322834645669
"1037",208,"Denmark","19","6","0",180.2,"1960",70.9448818897638
"1038",233,"Estonia","19","6","0",174.1,"1960",68.5433070866142
"1039",246,"Finland","19","6","0",179.3,"1960",70.5905511811024
"1040",372,"Ireland","19","6","0",175.8,"1960",69.2125984251969
"1041",578,"Norway","19","6","0",179.3,"1960",70.5905511811024
"1042",752,"Sweden","19","6","0",180.1,"1960",70.9055118110236
"1043",826,"United Kingdom of Great Britain and Northern Ireland","19","6","0",176.9,"1960",69.6456692913386
"1044",191,"Croatia","19","6","0",178.2,"1960",70.1574803149606
"1045",300,"Greece","19","6","0",177.6,"1960",69.9212598425197
"1046",380,"Italy","19","6","0",173,"1960",68.1102362204724
"1047",620,"Portugal","19","6","0",169.24,"1960",66.6299212598425
"1048",688,"Serbia","19","6","0",175.8,"1960",69.2125984251969
"1049",891,"Serbia and Montenegro (until 2006)","19","6","0",175.8,"1960",69.2125984251969
"1050",724,"Spain","19","6","0",174.2,"1960",68.5826771653543
"1051",200,"Czechoslovakia (until 1993)","19","6","0",175.8,"1960",69.2125984251969
"1052",348,"Hungary","19","6","0",178.2,"1960",70.1574803149606
"1053",616,"Poland","19","6","0",175.3,"1960",69.0157480314961
"1054",498,"Republic of Moldova","19","6","0",172.813,"1960",68.0366141732283
"1055",643,"Russian Federation","19","6","0",173.6,"1960",68.3464566929134
"1056",124,"Canada","19","6","0",178.3,"1960",70.1968503937008
"1057",840,"United States of America","19","6","0",177.3,"1960",69.8031496062992
"1058",214,"Dominican Republic","19","6","0",169,"1960",66.5354330708661
"1059",332,"Haiti","19","6","0",171.064,"1960",67.348031496063
"1060",320,"Guatemala","19","6","0",159.8,"1960",62.9133858267717
"1061",340,"Honduras","19","6","0",164.15,"1960",64.6259842519685
"1062",484,"Mexico","19","6","0",166.365,"1960",65.498031496063
"1063",558,"Nicaragua","19","6","0",165.902,"1960",65.3157480314961
"1064",68,"Bolivia (Plurinational State of)","19","6","0",163.182,"1960",64.2448818897638
"1065",76,"Brazil","19","6","0",169,"1960",66.5354330708661
"1066",170,"Colombia","19","6","0",168.5,"1960",66.3385826771653
"1067",604,"Peru","19","6","0",163.056,"1960",64.1952755905512
"1068",53,"Australia and New Zealand","19","6","0",176.3,"1960",69.4094488188976
"1069",36,"Australia","19","6","0",176.3,"1960",69.4094488188976
"1070",50,"Bangladesh","19","6","0",162.15,"1960",63.8385826771654
"1071",356,"India","19","6","0",163.883,"1960",64.5208661417323
"1072",364,"Iran (Islamic Republic of)","19","6","0",169.14,"1960",66.5905511811024
"1073",524,"Nepal","19","6","0",162.459,"1960",63.9602362204724
"1074",156,"China","19","6","0",170,"1960",66.9291338582677
"1075",408,"Democratic People's Republic of Korea","19","6","0",170.7,"1960",67.2047244094488
"1076",392,"Japan","19","6","0",165.7,"1960",65.2362204724409
"1077",410,"Republic of Korea","19","6","0",170.7,"1960",67.2047244094488
"1078",116,"Cambodia","19","6","0",162.84,"1960",64.1102362204724
"1079",360,"Indonesia","19","6","0",162.41,"1960",63.9409448818898
"1080",51,"Armenia","19","6","0",170.601,"1960",67.1657480314961
"1081",31,"Azerbaijan","19","6","0",171.734,"1960",67.6118110236221
"1082",400,"Jordan","19","6","0",170.317,"1960",67.053937007874
"1083",275,"Occupied Palestinian Territory","19","6","0",172,"1960",67.7165354330709
"1084",682,"Saudi Arabia","19","6","0",170.8,"1960",67.244094488189
"1085",792,"Turkey","19","6","0",167.4,"1960",65.9055118110236
"1086",398,"Kazakhstan","19","6","0",171.4,"1960",67.4803149606299
"1087",417,"Kyrgyzstan","19","6","0",169.8,"1960",66.8503937007874
"1088",860,"Uzbekistan","19","6","0",171.2,"1960",67.4015748031496
"1089",818,"Egypt","19","6","0",170.632,"1960",67.1779527559055
"1090",504,"Morocco","19","6","0",169.913,"1960",66.8948818897638
"1091",204,"Benin","19","6","0",170.688,"1960",67.2
"1092",854,"Burkina Faso","19","6","0",172.798,"1960",68.0307086614173
"1093",384,"Cote d'Ivoire","19","6","0",171.3,"1960",67.4409448818898
"1094",288,"Ghana","19","6","0",169.771,"1960",66.8389763779527
"1095",324,"Guinea","19","6","0",169.621,"1960",66.7799212598425
"1096",430,"Liberia","19","6","0",168.648,"1960",66.3968503937008
"1097",466,"Mali","19","6","0",172.727,"1960",68.0027559055118
"1098",562,"Niger","19","6","0",171.44,"1960",67.496062992126
"1099",566,"Nigeria","19","6","0",169.769,"1960",66.8381889763779
"1100",686,"Senegal","19","6","0",174.091,"1960",68.5397637795276
"1101",768,"Togo","19","6","0",170.6,"1960",67.1653543307087
"1102",120,"Cameroon","19","6","0",171.519,"1960",67.5271653543307
"1103",140,"Central African Republic","19","6","0",170.8,"1960",67.244094488189
"1104",148,"Chad","19","6","0",174.3,"1960",68.6220472440945
"1105",178,"Congo","19","6","0",169.376,"1960",66.6834645669291
"1106",180,"Democratic Republic of the Congo","19","6","0",168.32,"1960",66.2677165354331
"1107",266,"Gabon","19","6","0",170.7,"1960",67.2047244094488
"1108",426,"Lesotho","19","6","0",168.269,"1960",66.2476377952756
"1109",516,"Namibia","19","6","0",172.076,"1960",67.7464566929134
"1110",710,"South Africa","19","6","0",169.5,"1960",66.7322834645669
"1111",748,"Swaziland","19","6","0",169.884,"1960",66.8834645669291
"1112",174,"Comoros","19","6","0",167,"1960",65.748031496063
"1113",232,"Eritrea","19","6","0",155.75,"1960",61.3188976377953
"1114",230,"Ethiopia (until 1993)","19","6","0",167.512,"1960",65.9496062992126
"1115",231,"Ethiopia (from 1993)","19","6","0",167.512,"1960",65.9496062992126
"1116",404,"Kenya","19","6","0",170.745,"1960",67.2224409448819
"1117",450,"Madagascar","19","6","0",164.954,"1960",64.9425196850394
"1118",454,"Malawi","19","6","0",167.089,"1960",65.7830708661417
"1119",508,"Mozambique","19","6","0",166.269,"1960",65.4602362204724
"1120",646,"Rwanda","19","6","0",168.804,"1960",66.4582677165354
"1121",800,"Uganda","19","6","0",170.087,"1960",66.9633858267716
"1122",834,"United Republic of Tanzania","19","6","0",167.167,"1960",65.813779527559
"1123",894,"Zambia","19","6","0",169.719,"1960",66.8185039370079
"1124",716,"Zimbabwe","19","6","0",171.076,"1960",67.3527559055118
"1125",40,"Austria","19","7","0",177.5,"1970",69.8818897637795
"1126",280,"Federal Republic of Germany (until 1990)","19","7","0",179.4,"1970",70.6299212598425
"1127",250,"France","19","7","0",175.1,"1970",68.9370078740157
"1128",276,"Germany","19","7","0",179.4,"1970",70.6299212598425
"1129",528,"Netherlands","19","7","0",182.3,"1970",71.7716535433071
"1130",208,"Denmark","19","7","0",180.8,"1970",71.1811023622047
"1131",233,"Estonia","19","7","0",179.6,"1970",70.7086614173228
"1132",246,"Finland","19","7","0",177.5,"1970",69.8818897637795
"1133",372,"Ireland","19","7","0",176.4,"1970",69.4488188976378
"1134",578,"Norway","19","7","0",179.5,"1970",70.6692913385827
"1135",752,"Sweden","19","7","0",180,"1970",70.8661417322835
"1136",826,"United Kingdom of Great Britain and Northern Ireland","19","7","0",177.1,"1970",69.7244094488189
"1137",380,"Italy","19","7","0",174.1,"1970",68.5433070866142
"1138",620,"Portugal","19","7","0",171.38,"1970",67.4724409448819
"1139",705,"Slovenia","19","7","0",179.2,"1970",70.5511811023622
"1140",724,"Spain","19","7","0",175.2,"1970",68.9763779527559
"1141",203,"Czech Republic","19","7","0",178.7,"1970",70.3543307086614
"1142",348,"Hungary","19","7","0",178.8,"1970",70.3937007874016
"1143",498,"Republic of Moldova","19","7","0",173.535,"1970",68.3208661417323
"1144",643,"Russian Federation","19","7","0",177,"1970",69.6850393700787
"1145",124,"Canada","19","7","0",178.8,"1970",70.3937007874016
"1146",840,"United States of America","19","7","0",178.3,"1970",70.1968503937008
"1147",214,"Dominican Republic","19","7","0",168.8,"1970",66.4566929133858
"1148",332,"Haiti","19","7","0",171.254,"1970",67.4228346456693
"1149",320,"Guatemala","19","7","0",160.3,"1970",63.1102362204724
"1150",340,"Honduras","19","7","0",164.634,"1970",64.8165354330709
"1151",558,"Nicaragua","19","7","0",166.159,"1970",65.4169291338583
"1152",68,"Bolivia (Plurinational State of)","19","7","0",163.886,"1970",64.5220472440945
"1153",76,"Brazil","19","7","0",171.6,"1970",67.5590551181102
"1154",170,"Colombia","19","7","0",168.9,"1970",66.496062992126
"1155",328,"Guyana","19","7","0",167.2,"1970",65.8267716535433
"1156",604,"Peru","19","7","0",163.931,"1970",64.5397637795276
"1157",53,"Australia and New Zealand","19","7","0",178.4,"1970",70.2362204724409
"1158",36,"Australia","19","7","0",178.4,"1970",70.2362204724409
"1159",356,"India","19","7","0",164.294,"1970",64.6826771653543
"1160",364,"Iran (Islamic Republic of)","19","7","0",170.85,"1970",67.2637795275591
"1161",524,"Nepal","19","7","0",162.71,"1970",64.0590551181102
"1162",156,"China","19","7","0",170,"1970",66.9291338582677
"1163",408,"Democratic People's Republic of Korea","19","7","0",171.9,"1970",67.6771653543307
"1164",392,"Japan","19","7","0",166.8,"1970",65.6692913385827
"1165",410,"Republic of Korea","19","7","0",171.9,"1970",67.6771653543307
"1166",116,"Cambodia","19","7","0",162.674,"1970",64.0448818897638
"1167",360,"Indonesia","19","7","0",163.11,"1970",64.2165354330709
"1168",702,"Singapore","19","7","0",172.2,"1970",67.7952755905512
"1169",51,"Armenia","19","7","0",171.749,"1970",67.6177165354331
"1170",31,"Azerbaijan","19","7","0",172.039,"1970",67.7318897637795
"1171",400,"Jordan","19","7","0",170.53,"1970",67.1377952755905
"1172",275,"Occupied Palestinian Territory","19","7","0",172.5,"1970",67.9133858267717
"1173",682,"Saudi Arabia","19","7","0",172.3,"1970",67.8346456692913
"1174",792,"Turkey","19","7","0",168.6,"1970",66.3779527559055
"1175",398,"Kazakhstan","19","7","0",171.3,"1970",67.4409448818898
"1176",417,"Kyrgyzstan","19","7","0",170.6,"1970",67.1653543307087
"1177",860,"Uzbekistan","19","7","0",172,"1970",67.7165354330709
"1178",818,"Egypt","19","7","0",171.248,"1970",67.4204724409449
"1179",504,"Morocco","19","7","0",170.239,"1970",67.0232283464567
"1180",788,"Tunisia","19","7","0",165.3,"1970",65.0787401574803
"1181",204,"Benin","19","7","0",170.286,"1970",67.0417322834646
"1182",854,"Burkina Faso","19","7","0",172.844,"1970",68.0488188976378
"1183",384,"Cote d'Ivoire","19","7","0",171.2,"1970",67.4015748031496
"1184",288,"Ghana","19","7","0",169.926,"1970",66.9
"1185",324,"Guinea","19","7","0",169.712,"1970",66.8157480314961
"1186",430,"Liberia","19","7","0",168.472,"1970",66.3275590551181
"1187",466,"Mali","19","7","0",172.503,"1970",67.9145669291339
"1188",562,"Niger","19","7","0",171.35,"1970",67.4606299212598
"1189",566,"Nigeria","19","7","0",169.654,"1970",66.7929133858268
"1190",686,"Senegal","19","7","0",174.736,"1970",68.7937007874016
"1191",694,"Sierra Leone","19","7","0",167.4,"1970",65.9055118110236
"1192",768,"Togo","19","7","0",170.5,"1970",67.1259842519685
"1193",120,"Cameroon","19","7","0",171.585,"1970",67.5531496062992
"1194",140,"Central African Republic","19","7","0",169.9,"1970",66.8897637795276
"1195",148,"Chad","19","7","0",173.8,"1970",68.4251968503937
"1196",178,"Congo","19","7","0",169.036,"1970",66.5496062992126
"1197",180,"Democratic Republic of the Congo","19","7","0",169.049,"1970",66.5547244094488
"1198",266,"Gabon","19","7","0",170.5,"1970",67.1259842519685
"1199",426,"Lesotho","19","7","0",168.535,"1970",66.3523622047244
"1200",516,"Namibia","19","7","0",172.242,"1970",67.811811023622
"1201",710,"South Africa","19","7","0",168.9,"1970",66.496062992126
"1202",748,"Swaziland","19","7","0",170.493,"1970",67.1232283464567
"1203",174,"Comoros","19","7","0",167,"1970",65.748031496063
"1204",232,"Eritrea","19","7","0",156,"1970",61.4173228346457
"1205",230,"Ethiopia (until 1993)","19","7","0",167.49,"1970",65.9409448818898
"1206",231,"Ethiopia (from 1993)","19","7","0",167.49,"1970",65.9409448818898
"1207",404,"Kenya","19","7","0",170.902,"1970",67.2842519685039
"1208",450,"Madagascar","19","7","0",163.884,"1970",64.5212598425197
"1209",454,"Malawi","19","7","0",166.729,"1970",65.6413385826772
"1210",508,"Mozambique","19","7","0",165.547,"1970",65.1759842519685
"1211",646,"Rwanda","19","7","0",167.908,"1970",66.1055118110236
"1212",800,"Uganda","19","7","0",169.612,"1970",66.7763779527559
"1213",834,"United Republic of Tanzania","19","7","0",167.805,"1970",66.0649606299213
