"","Code","country","century","decade","year","height.cm","year_decade","height.in"
"407",24,"Angola","18","8","0",168.8,"1880",66.4566929133858
"408",120,"Cameroon","18","8","0",166.556,"1880",65.5732283464567
"409",140,"Central African Republic","18","8","0",167.1,"1880",65.7874015748031
"410",148,"Chad","18","8","0",168.969,"1880",66.5232283464567
"411",180,"Democratic Republic of the Congo","18","8","0",163.2,"1880",64.251968503937
"412",232,"Eritrea","18","8","0",165.342,"1880",65.0952755905512
"413",230,"Ethiopia (until 1993)","18","8","0",167.461,"1880",65.9295275590551
"414",231,"Ethiopia (from 1993)","18","8","0",167.461,"1880",65.9295275590551
"415",404,"Kenya","18","8","0",164.535,"1880",64.7775590551181
"416",706,"Somalia","18","8","0",172.75,"1880",68.011811023622
"417",800,"Uganda","18","8","0",166.311,"1880",65.4767716535433
"418",834,"United Republic of Tanzania","18","8","0",168.516,"1880",66.3448818897638
"419",40,"Austria","18","9","0",168.4,"1890",66.2992125984252
"420",280,"Federal Republic of Germany (until 1990)","18","9","0",168.6,"1890",66.3779527559055
"421",250,"France","18","9","0",166.1,"1890",65.3937007874016
"422",276,"Germany","18","9","0",168.6,"1890",66.3779527559055
"423",528,"Netherlands","18","9","0",169.4,"1890",66.6929133858268
"424",756,"Switzerland","18","9","0",170.5,"1890",67.1259842519685
"425",208,"Denmark","18","9","0",169.2,"1890",66.6141732283464
"426",233,"Estonia","18","9","0",173.4,"1890",68.2677165354331
"427",372,"Ireland","18","9","0",169.1,"1890",66.5748031496063
"428",428,"Latvia","18","9","0",171.7,"1890",67.5984251968504
"429",578,"Norway","18","9","0",171.1,"1890",67.3622047244095
"430",752,"Sweden","18","9","0",172.4,"1890",67.8740157480315
"431",826,"United Kingdom of Great Britain and Northern Ireland","18","9","0",167.4,"1890",65.9055118110236
"432",8,"Albania","18","9","0",169.8,"1890",66.8503937007874
"433",380,"Italy","18","9","0",164.7,"1890",64.8425196850394
"434",620,"Portugal","18","9","0",164.15,"1890",64.6259842519685
"435",688,"Serbia","18","9","0",168.1,"1890",66.1811023622047
"436",891,"Serbia and Montenegro (until 2006)","18","9","0",168.1,"1890",66.1811023622047
"437",724,"Spain","18","9","0",164,"1890",64.5669291338583
"438",203,"Czech Republic","18","9","0",169.783,"1890",66.8437007874016
"439",200,"Czechoslovakia (until 1993)","18","9","0",168.1,"1890",66.1811023622047
"440",616,"Poland","18","9","0",167.2,"1890",65.8267716535433
"441",643,"Russian Federation","18","9","0",168.3,"1890",66.259842519685
"442",124,"Canada","18","9","0",170.7,"1890",67.2047244094488
"443",840,"United States of America","18","9","0",169.1,"1890",66.5748031496063
"444",192,"Cuba","18","9","0",166,"1890",65.3543307086614
"445",388,"Jamaica","18","9","0",170.2,"1890",67.007874015748
"446",630,"Puerto Rico","18","9","0",164.53,"1890",64.7755905511811
"447",320,"Guatemala","18","9","0",156.3,"1890",61.5354330708661
"448",484,"Mexico","18","9","0",163.9,"1890",64.5275590551181
"449",32,"Argentina","18","9","0",167.792,"1890",66.059842519685
"450",68,"Bolivia (Plurinational State of)","18","9","0",163.594,"1890",64.4070866141732
"451",76,"Brazil","18","9","0",167.1,"1890",65.7874015748031
"452",170,"Colombia","18","9","0",161.855,"1890",63.7224409448819
"453",328,"Guyana","18","9","0",157.45,"1890",61.9881889763779
"454",53,"Australia and New Zealand","18","9","0",171.3,"1890",67.4409448818898
"455",36,"Australia","18","9","0",171.3,"1890",67.4409448818898
"456",554,"New Zealand","18","9","0",172,"1890",67.7165354330709
"457",356,"India","18","9","0",163.008,"1890",64.1763779527559
"458",364,"Iran (Islamic Republic of)","18","9","0",165.98,"1890",65.3464566929134
"459",586,"Pakistan","18","9","0",165.04,"1890",64.9763779527559
"460",156,"China","18","9","0",164,"1890",64.5669291338583
"461",408,"Democratic People's Republic of Korea","18","9","0",160.7,"1890",63.2677165354331
"462",392,"Japan","18","9","0",157.79,"1890",62.1220472440945
"463",410,"Republic of Korea","18","9","0",160.7,"1890",63.2677165354331
"464",116,"Cambodia","18","9","0",160.4,"1890",63.1496062992126
"465",360,"Indonesia","18","9","0",158.77,"1890",62.507874015748
"466",418,"Lao People's Democratic Republic","18","9","0",160.6,"1890",63.2283464566929
"467",458,"Malaysia","18","9","0",155.8,"1890",61.3385826771654
"468",104,"Myanmar","18","9","0",163,"1890",64.1732283464567
"469",608,"Philippines","18","9","0",161.5,"1890",63.5826771653543
"470",764,"Thailand","18","9","0",161,"1890",63.3858267716535
"471",704,"Viet Nam","18","9","0",158.5,"1890",62.4015748031496
"472",51,"Armenia","18","9","0",166.2,"1890",65.4330708661417
"473",196,"Cyprus","18","9","0",168.334,"1890",66.2732283464567
"474",268,"Georgia","18","9","0",164.26,"1890",64.6692913385827
"475",368,"Iraq","18","9","0",166.617,"1890",65.5972440944882
"476",422,"Lebanon","18","9","0",166.39,"1890",65.507874015748
"477",760,"Syrian Arab Republic","18","9","0",166.876,"1890",65.6992125984252
"478",792,"Turkey","18","9","0",168.41,"1890",66.3031496062992
"479",886,"Yemen (until 1990)","18","9","0",162.72,"1890",64.0629921259843
"480",887,"Yemen","18","9","0",162.72,"1890",64.0629921259843
"481",398,"Kazakhstan","18","9","0",164.8,"1890",64.8818897637795
"482",417,"Kyrgyzstan","18","9","0",164.03,"1890",64.5787401574803
"483",762,"Tajikistan","18","9","0",165.8,"1890",65.2755905511811
"484",795,"Turkmenistan","18","9","0",168.9,"1890",66.496062992126
"485",860,"Uzbekistan","18","9","0",165.2,"1890",65.0393700787401
"486",434,"Libya","18","9","0",166.5,"1890",65.5511811023622
"487",729,"Sudan (North)","18","9","0",169.836,"1890",66.8645669291339
"488",736,"Sudan (until 2011)","18","9","0",169.836,"1890",66.8645669291339
"489",854,"Burkina Faso","18","9","0",167.9,"1890",66.1023622047244
"490",384,"Cote d'Ivoire","18","9","0",168.83,"1890",66.4685039370079
"491",288,"Ghana","18","9","0",164.2,"1890",64.6456692913386
"492",324,"Guinea","18","9","0",164.21,"1890",64.6496062992126
"493",624,"Guinea-Bissau","18","9","0",168.259,"1890",66.2437007874016
"494",466,"Mali","18","9","0",169.376,"1890",66.6834645669291
"495",686,"Senegal","18","9","0",171.75,"1890",67.6181102362205
"496",694,"Sierra Leone","18","9","0",165.5,"1890",65.1574803149606
"497",24,"Angola","18","9","0",169.1,"1890",66.5748031496063
"498",120,"Cameroon","18","9","0",164.085,"1890",64.6003937007874
"499",148,"Chad","18","9","0",169.6,"1890",66.7716535433071
"500",180,"Democratic Republic of the Congo","18","9","0",162.609,"1890",64.0192913385827
"501",710,"South Africa","18","9","0",170.364,"1890",67.0724409448819
"502",404,"Kenya","18","9","0",166,"1890",65.3543307086614
"503",706,"Somalia","18","9","0",171.4,"1890",67.4803149606299
"504",800,"Uganda","18","9","0",166.425,"1890",65.5216535433071
"505",834,"United Republic of Tanzania","18","9","0",167.669,"1890",66.0114173228346
"506",716,"Zimbabwe","18","9","0",169.045,"1890",66.5531496062992
"507",40,"Austria","19","0","0",168.9,"1900",66.496062992126
"508",56,"Belgium","19","0","0",167.8,"1900",66.0629921259843
"509",280,"Federal Republic of Germany (until 1990)","19","0","0",169.2,"1900",66.6141732283464
"510",250,"France","19","0","0",166.8,"1900",65.6692913385827
"511",276,"Germany","19","0","0",169.2,"1900",66.6141732283464
"512",528,"Netherlands","19","0","0",170.9,"1900",67.2834645669291
"513",756,"Switzerland","19","0","0",170.462,"1900",67.1110236220472
"514",208,"Denmark","19","0","0",170.5,"1900",67.1259842519685
"515",233,"Estonia","19","0","0",175.3,"1900",69.0157480314961
"516",246,"Finland","19","0","0",167.3,"1900",65.8661417322835
"517",372,"Ireland","19","0","0",170,"1900",66.9291338582677
"518",428,"Latvia","19","0","0",171.4,"1900",67.4803149606299
"519",578,"Norway","19","0","0",172.03,"1900",67.7283464566929
"520",752,"Sweden","19","0","0",172.8,"1900",68.0314960629921
"521",826,"United Kingdom of Great Britain and Northern Ireland","19","0","0",169.367,"1900",66.6799212598425
"522",8,"Albania","19","0","0",169.2,"1900",66.6141732283464
"523",191,"Croatia","19","0","0",171.508,"1900",67.5228346456693
"524",300,"Greece","19","0","0",169.6,"1900",66.7716535433071
"525",380,"Italy","19","0","0",165.6,"1900",65.1968503937008
"526",620,"Portugal","19","0","0",163.774,"1900",64.4779527559055
"527",724,"Spain","19","0","0",164.6,"1900",64.8031496062992
"528",807,"The former Yugoslav Republic of Macedonia","19","0","0",167.669,"1900",66.0114173228346
"529",112,"Belarus","19","0","0",166.5,"1900",65.5511811023622
"530",203,"Czech Republic","19","0","0",170.7,"1900",67.2047244094488
"531",616,"Poland","19","0","0",166.568,"1900",65.5779527559055
"532",642,"Romania","19","0","0",168.289,"1900",66.2555118110236
"533",643,"Russian Federation","19","0","0",169.2,"1900",66.6141732283464
"534",124,"Canada","19","0","0",169.9,"1900",66.8897637795276
"535",840,"United States of America","19","0","0",170,"1900",66.9291338582677
"536",192,"Cuba","19","0","0",166.1,"1900",65.3937007874016
"537",630,"Puerto Rico","19","0","0",164.02,"1900",64.5748031496063
"538",484,"Mexico","19","0","0",163.9,"1900",64.5275590551181
"539",32,"Argentina","19","0","0",167.868,"1900",66.0897637795276
"540",68,"Bolivia (Plurinational State of)","19","0","0",162.45,"1900",63.9566929133858
"541",76,"Brazil","19","0","0",167.5,"1900",65.9448818897638
"542",170,"Colombia","19","0","0",161.83,"1900",63.7125984251969
"543",328,"Guyana","19","0","0",156.8,"1900",61.7322834645669
"544",600,"Paraguay","19","0","0",165.615,"1900",65.2027559055118
"545",53,"Australia and New Zealand","19","0","0",172.3,"1900",67.8346456692913
"546",36,"Australia","19","0","0",172.3,"1900",67.8346456692913
"547",364,"Iran (Islamic Republic of)","19","0","0",167.47,"1900",65.9330708661417
"548",524,"Nepal","19","0","0",161.7,"1900",63.6614173228346
"549",156,"China","19","0","0",164,"1900",64.5669291338583
"550",408,"Democratic People's Republic of Korea","19","0","0",160.1,"1900",63.0314960629921
"551",392,"Japan","19","0","0",158.7,"1900",62.4803149606299
"552",410,"Republic of Korea","19","0","0",160.1,"1900",63.0314960629921
"553",116,"Cambodia","19","0","0",158.3,"1900",62.3228346456693
"554",360,"Indonesia","19","0","0",158.96,"1900",62.5826771653543
"555",418,"Lao People's Democratic Republic","19","0","0",161.5,"1900",63.5826771653543
"556",458,"Malaysia","19","0","0",160.5,"1900",63.1889763779528
"557",104,"Myanmar","19","0","0",163.7,"1900",64.4488188976378
"558",608,"Philippines","19","0","0",160.4,"1900",63.1496062992126
"559",764,"Thailand","19","0","0",162.1,"1900",63.8188976377953
"560",704,"Viet Nam","19","0","0",161.2,"1900",63.4645669291339
"561",51,"Armenia","19","0","0",163.58,"1900",64.4015748031496
"562",368,"Iraq","19","0","0",168.56,"1900",66.3622047244095
"563",422,"Lebanon","19","0","0",167.28,"1900",65.8582677165354
"564",760,"Syrian Arab Republic","19","0","0",167.274,"1900",65.855905511811
"565",792,"Turkey","19","0","0",168.417,"1900",66.305905511811
"566",886,"Yemen (until 1990)","19","0","0",161.99,"1900",63.7755905511811
"567",887,"Yemen","19","0","0",161.99,"1900",63.7755905511811
"568",398,"Kazakhstan","19","0","0",165,"1900",64.9606299212598
"569",417,"Kyrgyzstan","19","0","0",165.1,"1900",65
"570",762,"Tajikistan","19","0","0",165.1,"1900",65
"571",860,"Uzbekistan","19","0","0",165.5,"1900",65.1574803149606
"572",818,"Egypt","19","0","0",166.2,"1900",65.4330708661417
"573",729,"Sudan (North)","19","0","0",167.854,"1900",66.0842519685039
"574",736,"Sudan (until 2011)","19","0","0",167.854,"1900",66.0842519685039
"575",854,"Burkina Faso","19","0","0",171.174,"1900",67.3913385826772
"576",384,"Cote d'Ivoire","19","0","0",167.9,"1900",66.1023622047244
"577",288,"Ghana","19","0","0",165.9,"1900",65.3149606299213
"578",324,"Guinea","19","0","0",168.4,"1900",66.2992125984252
"579",624,"Guinea-Bissau","19","0","0",167.721,"1900",66.0318897637795
"580",466,"Mali","19","0","0",167.485,"1900",65.9389763779528
"581",478,"Mauritania","19","0","0",168.954,"1900",66.5173228346457
"582",562,"Niger","19","0","0",168.663,"1900",66.4027559055118
"583",686,"Senegal","19","0","0",170.384,"1900",67.0803149606299
"584",768,"Togo","19","0","0",167,"1900",65.748031496063
"585",24,"Angola","19","0","0",168.1,"1900",66.1811023622047
"586",120,"Cameroon","19","0","0",166.738,"1900",65.6448818897638
"587",140,"Central African Republic","19","0","0",167.27,"1900",65.8543307086614
"588",148,"Chad","19","0","0",165.8,"1900",65.2755905511811
"589",426,"Lesotho","19","0","0",168,"1900",66.1417322834646
"590",516,"Namibia","19","0","0",166.653,"1900",65.6114173228346
"591",710,"South Africa","19","0","0",169.898,"1900",66.8889763779528
"592",404,"Kenya","19","0","0",166.7,"1900",65.6299212598425
"593",450,"Madagascar","19","0","0",163.151,"1900",64.2326771653543
"594",508,"Mozambique","19","0","0",169.613,"1900",66.7767716535433
"595",706,"Somalia","19","0","0",171.9,"1900",67.6771653543307
"596",716,"Zimbabwe","19","0","0",167.63,"1900",65.996062992126
"597",40,"Austria","19","1","0",168.9,"1910",66.496062992126
"598",280,"Federal Republic of Germany (until 1990)","19","1","0",170.5,"1910",67.1259842519685
"599",250,"France","19","1","0",167.8,"1910",66.0629921259843
"600",276,"Germany","19","1","0",170.5,"1910",67.1259842519685
"601",528,"Netherlands","19","1","0",172.6,"1910",67.9527559055118
"602",756,"Switzerland","19","1","0",171.506,"1910",67.5220472440945
"603",208,"Denmark","19","1","0",170,"1910",66.9291338582677
"604",233,"Estonia","19","1","0",172,"1910",67.7165354330709
"605",246,"Finland","19","1","0",170.5,"1910",67.1259842519685
"606",578,"Norway","19","1","0",173.3,"1910",68.2283464566929
"607",752,"Sweden","19","1","0",173.2,"1910",68.1889763779528
"608",826,"United Kingdom of Great Britain and Northern Ireland","19","1","0",170.866,"1910",67.2700787401575
"609",300,"Greece","19","1","0",168.1,"1910",66.1811023622047
"610",380,"Italy","19","1","0",166.3,"1910",65.4724409448819
"611",620,"Portugal","19","1","0",164.491,"1910",64.7602362204724
"612",724,"Spain","19","1","0",165.1,"1910",65
"613",807,"The former Yugoslav Republic of Macedonia","19","1","0",168.4,"1910",66.2992125984252
"614",203,"Czech Republic","19","1","0",170.8,"1910",67.244094488189
"615",616,"Poland","19","1","0",169,"1910",66.5354330708661
"616",643,"Russian Federation","19","1","0",169.1,"1910",66.5748031496063
"617",124,"Canada","19","1","0",171.5,"1910",67.5196850393701
"618",840,"United States of America","19","1","0",172.1,"1910",67.755905511811
"619",192,"Cuba","19","1","0",167.9,"1910",66.1023622047244
"620",388,"Jamaica","19","1","0",167.132,"1910",65.8
"621",630,"Puerto Rico","19","1","0",165.35,"1910",65.0984251968504
"622",320,"Guatemala","19","1","0",156,"1910",61.4173228346457
"623",484,"Mexico","19","1","0",163.7,"1910",64.4488188976378
"624",32,"Argentina","19","1","0",168.2,"1910",66.2204724409449
"625",76,"Brazil","19","1","0",166.486,"1910",65.5456692913386
"626",170,"Colombia","19","1","0",163.545,"1910",64.3877952755905
"627",53,"Australia and New Zealand","19","1","0",172.7,"1910",67.992125984252
"628",36,"Australia","19","1","0",172.7,"1910",67.992125984252
"629",356,"India","19","1","0",162.893,"1910",64.1311023622047
"630",364,"Iran (Islamic Republic of)","19","1","0",167.19,"1910",65.8228346456693
"631",156,"China","19","1","0",164.7,"1910",64.8425196850394
"632",392,"Japan","19","1","0",159.605,"1910",62.8366141732283
"633",496,"Mongolia","19","1","0",162.6,"1910",64.0157480314961
"634",116,"Cambodia","19","1","0",160.6,"1910",63.2283464566929
"635",360,"Indonesia","19","1","0",159.63,"1910",62.8464566929134
"636",418,"Lao People's Democratic Republic","19","1","0",156.2,"1910",61.496062992126
"637",764,"Thailand","19","1","0",161.5,"1910",63.5826771653543
"638",704,"Viet Nam","19","1","0",158,"1910",62.2047244094488
"639",51,"Armenia","19","1","0",163.75,"1910",64.4685039370079
"640",368,"Iraq","19","1","0",166.15,"1910",65.4133858267717
"641",792,"Turkey","19","1","0",167.95,"1910",66.1220472440945
"642",398,"Kazakhstan","19","1","0",163.4,"1910",64.3307086614173
"643",417,"Kyrgyzstan","19","1","0",165.1,"1910",65
"644",762,"Tajikistan","19","1","0",165.1,"1910",65
"645",795,"Turkmenistan","19","1","0",167.93,"1910",66.1141732283465
"646",860,"Uzbekistan","19","1","0",166,"1910",65.3543307086614
"647",12,"Algeria","19","1","0",168.8,"1910",66.4566929133858
"648",818,"Egypt","19","1","0",166.21,"1910",65.4370078740157
"649",729,"Sudan (North)","19","1","0",169,"1910",66.5354330708661
"650",736,"Sudan (until 2011)","19","1","0",169,"1910",66.5354330708661
"651",788,"Tunisia","19","1","0",162.9,"1910",64.1338582677165
"652",204,"Benin","19","1","0",168.87,"1910",66.4842519685039
"653",854,"Burkina Faso","19","1","0",171.06,"1910",67.3464566929134
"654",384,"Cote d'Ivoire","19","1","0",166.621,"1910",65.5988188976378
"655",288,"Ghana","19","1","0",167.1,"1910",65.7874015748031
"656",324,"Guinea","19","1","0",168.455,"1910",66.3208661417323
"657",624,"Guinea-Bissau","19","1","0",167.808,"1910",66.0661417322835
"658",430,"Liberia","19","1","0",165.38,"1910",65.1102362204724
"659",466,"Mali","19","1","0",171.449,"1910",67.4996062992126
"660",478,"Mauritania","19","1","0",169.395,"1910",66.6909448818898
"661",562,"Niger","19","1","0",171.598,"1910",67.5582677165354
"662",566,"Nigeria","19","1","0",166.794,"1910",65.6669291338583
"663",686,"Senegal","19","1","0",169.26,"1910",66.6377952755905
"664",694,"Sierra Leone","19","1","0",165.8,"1910",65.2755905511811
"665",24,"Angola","19","1","0",168,"1910",66.1417322834646
"666",120,"Cameroon","19","1","0",168.765,"1910",66.4429133858268
"667",140,"Central African Republic","19","1","0",164.866,"1910",64.907874015748
"668",180,"Democratic Republic of the Congo","19","1","0",165.3,"1910",65.0787401574803
"669",266,"Gabon","19","1","0",164.9,"1910",64.9212598425197
"670",72,"Botswana","19","1","0",165.42,"1910",65.1259842519685
"671",710,"South Africa","19","1","0",169.704,"1910",66.8125984251969
"672",230,"Ethiopia (until 1993)","19","1","0",161.451,"1910",63.5633858267717
"673",231,"Ethiopia (from 1993)","19","1","0",161.451,"1910",63.5633858267717
"674",404,"Kenya","19","1","0",168.079,"1910",66.1728346456693
"675",450,"Madagascar","19","1","0",163.154,"1910",64.2338582677165
"676",508,"Mozambique","19","1","0",166.667,"1910",65.6169291338583
"677",646,"Rwanda","19","1","0",172,"1910",67.7165354330709
"678",706,"Somalia","19","1","0",171.068,"1910",67.3496062992126
"679",800,"Uganda","19","1","0",165.96,"1910",65.3385826771654
"680",834,"United Republic of Tanzania","19","1","0",164.965,"1910",64.9468503937008
"681",40,"Austria","19","2","0",170.4,"1920",67.0866141732283
"682",280,"Federal Republic of Germany (until 1990)","19","2","0",173.3,"1920",68.2283464566929
"683",250,"France","19","2","0",168.5,"1920",66.3385826771653
"684",276,"Germany","19","2","0",173.3,"1920",68.2283464566929
"685",528,"Netherlands","19","2","0",173.5,"1920",68.3070866141732
"686",756,"Switzerland","19","2","0",170.9,"1920",67.2834645669291
"687",208,"Denmark","19","2","0",173.5,"1920",68.3070866141732
"688",246,"Finland","19","2","0",172.3,"1920",67.8346456692913
"689",372,"Ireland","19","2","0",171.919,"1920",67.6846456692913
"690",578,"Norway","19","2","0",176.25,"1920",69.3897637795276
"691",752,"Sweden","19","2","0",168.3,"1920",66.259842519685
"692",826,"United Kingdom of Great Britain and Northern Ireland","19","2","0",171,"1920",67.3228346456693
"693",300,"Greece","19","2","0",168.4,"1920",66.2992125984252
"694",380,"Italy","19","2","0",167.3,"1920",65.8661417322835
"695",620,"Portugal","19","2","0",164.88,"1920",64.9133858267716
"696",705,"Slovenia","19","2","0",173.7,"1920",68.3858267716535
"697",724,"Spain","19","2","0",165.6,"1920",65.1968503937008
"698",807,"The former Yugoslav Republic of Macedonia","19","2","0",169.6,"1920",66.7716535433071
"699",203,"Czech Republic","19","2","0",173.3,"1920",68.2283464566929
"700",643,"Russian Federation","19","2","0",167,"1920",65.748031496063
"701",703,"Slovakia","19","2","0",171.7,"1920",67.5984251968504
"702",124,"Canada","19","2","0",173,"1920",68.1102362204724
"703",840,"United States of America","19","2","0",173.1,"1920",68.1496062992126
"704",332,"Haiti","19","2","0",166.9,"1920",65.7086614173228
"705",388,"Jamaica","19","2","0",167.894,"1920",66.1
"706",630,"Puerto Rico","19","2","0",164.02,"1920",64.5748031496063
"707",320,"Guatemala","19","2","0",158.7,"1920",62.4803149606299
"708",484,"Mexico","19","2","0",161.12,"1920",63.4330708661417
"709",32,"Argentina","19","2","0",169,"1920",66.5354330708661
"710",76,"Brazil","19","2","0",166.6,"1920",65.5905511811024
"711",170,"Colombia","19","2","0",164.655,"1920",64.8248031496063
"712",53,"Australia and New Zealand","19","2","0",172.846,"1920",68.0496062992126
"713",36,"Australia","19","2","0",172.846,"1920",68.0496062992126
"714",598,"Papua New Guinea","19","2","0",155.603,"1920",61.2610236220472
"715",356,"India","19","2","0",163.465,"1920",64.3562992125984
"716",586,"Pakistan","19","2","0",167.887,"1920",66.0972440944882
"717",144,"Sri Lanka","19","2","0",163.885,"1920",64.5216535433071
"718",156,"China","19","2","0",164.2,"1920",64.6456692913386
"719",392,"Japan","19","2","0",160.7,"1920",63.2677165354331
"720",116,"Cambodia","19","2","0",158.5,"1920",62.4015748031496
"721",360,"Indonesia","19","2","0",160.93,"1920",63.3582677165354
"722",418,"Lao People's Democratic Republic","19","2","0",159.7,"1920",62.8740157480315
"723",104,"Myanmar","19","2","0",160.103,"1920",63.0326771653543
"724",764,"Thailand","19","2","0",161.33,"1920",63.5157480314961
"725",704,"Viet Nam","19","2","0",157.5,"1920",62.007874015748
"726",792,"Turkey","19","2","0",169.3,"1920",66.6535433070866
"727",398,"Kazakhstan","19","2","0",166,"1920",65.3543307086614
"728",417,"Kyrgyzstan","19","2","0",166.2,"1920",65.4330708661417
"729",795,"Turkmenistan","19","2","0",167.5,"1920",65.9448818897638
"730",860,"Uzbekistan","19","2","0",165.047,"1920",64.9791338582677
"731",12,"Algeria","19","2","0",166.241,"1920",65.4492125984252
"732",818,"Egypt","19","2","0",165.11,"1920",65.003937007874
"733",434,"Libya","19","2","0",165.11,"1920",65.003937007874
"734",729,"Sudan (North)","19","2","0",170.985,"1920",67.3169291338583
"735",736,"Sudan (until 2011)","19","2","0",170.985,"1920",67.3169291338583
"736",204,"Benin","19","2","0",168.127,"1920",66.1917322834646
"737",854,"Burkina Faso","19","2","0",172.4,"1920",67.8740157480315
"738",384,"Cote d'Ivoire","19","2","0",166.7,"1920",65.6299212598425
"739",270,"Gambia","19","2","0",166.6,"1920",65.5905511811024
"740",288,"Ghana","19","2","0",167.1,"1920",65.7874015748031
"741",324,"Guinea","19","2","0",168.593,"1920",66.3751968503937
"742",624,"Guinea-Bissau","19","2","0",166.096,"1920",65.392125984252
"743",430,"Liberia","19","2","0",167.59,"1920",65.9803149606299
"744",466,"Mali","19","2","0",171.605,"1920",67.5610236220472
"745",478,"Mauritania","19","2","0",169.227,"1920",66.6248031496063
"746",562,"Niger","19","2","0",171.412,"1920",67.4850393700787
"747",566,"Nigeria","19","2","0",165.6,"1920",65.1968503937008
"748",686,"Senegal","19","2","0",171.561,"1920",67.5437007874016
"749",694,"Sierra Leone","19","2","0",166.961,"1920",65.7326771653543
"750",768,"Togo","19","2","0",168.352,"1920",66.2803149606299
"751",24,"Angola","19","2","0",165.7,"1920",65.2362204724409
"752",120,"Cameroon","19","2","0",166.657,"1920",65.6129921259842
"753",140,"Central African Republic","19","2","0",163.573,"1920",64.3988188976378
"754",148,"Chad","19","2","0",169.379,"1920",66.6846456692913
"755",178,"Congo","19","2","0",165.395,"1920",65.1161417322835
"756",180,"Democratic Republic of the Congo","19","2","0",163.146,"1920",64.2307086614173
"757",266,"Gabon","19","2","0",164.311,"1920",64.6893700787402
"758",710,"South Africa","19","2","0",169.214,"1920",66.6196850393701
"759",108,"Burundi","19","2","0",166.14,"1920",65.4094488188976
"760",230,"Ethiopia (until 1993)","19","2","0",166.636,"1920",65.6047244094488
"761",231,"Ethiopia (from 1993)","19","2","0",166.636,"1920",65.6047244094488
"762",404,"Kenya","19","2","0",167.698,"1920",66.0228346456693
"763",450,"Madagascar","19","2","0",163.45,"1920",64.3503937007874
"764",454,"Malawi","19","2","0",168.42,"1920",66.3070866141732
"765",508,"Mozambique","19","2","0",168.639,"1920",66.3933070866142
"766",646,"Rwanda","19","2","0",171.566,"1920",67.5456692913386
"767",706,"Somalia","19","2","0",168.69,"1920",66.4133858267716
"768",800,"Uganda","19","2","0",167.486,"1920",65.9393700787402
"769",834,"United Republic of Tanzania","19","2","0",165.788,"1920",65.2708661417323
"770",280,"Federal Republic of Germany (until 1990)","19","3","0",174,"1930",68.503937007874
"771",250,"France","19","3","0",169.9,"1930",66.8897637795276
"772",276,"Germany","19","3","0",174,"1930",68.503937007874
"773",528,"Netherlands","19","3","0",174.1,"1930",68.5433070866142
"774",756,"Switzerland","19","3","0",171.3,"1930",67.4409448818898
"775",208,"Denmark","19","3","0",173.9,"1930",68.4645669291339
"776",246,"Finland","19","3","0",172.5,"1930",67.9133858267717
"777",372,"Ireland","19","3","0",173.253,"1930",68.209842519685
"778",578,"Norway","19","3","0",176.9,"1930",69.6456692913386
"779",752,"Sweden","19","3","0",175.5,"1930",69.0944881889764
"780",826,"United Kingdom of Great Britain and Northern Ireland","19","3","0",173.87,"1930",68.4527559055118
"781",191,"Croatia","19","3","0",176.1,"1930",69.3307086614173
"782",300,"Greece","19","3","0",167.5,"1930",65.9448818897638
"783",380,"Italy","19","3","0",168.1,"1930",66.1811023622047
"784",620,"Portugal","19","3","0",165.57,"1930",65.1850393700787
"785",724,"Spain","19","3","0",165.2,"1930",65.0393700787401
"786",807,"The former Yugoslav Republic of Macedonia","19","3","0",168.8,"1930",66.4566929133858
"787",100,"Bulgaria","19","3","0",171.7,"1930",67.5984251968504
"788",203,"Czech Republic","19","3","0",175.7,"1930",69.1732283464567
"789",616,"Poland","19","3","0",173,"1930",68.1102362204724
"790",643,"Russian Federation","19","3","0",167.9,"1930",66.1023622047244
"791",703,"Slovakia","19","3","0",173.3,"1930",68.2283464566929
"792",124,"Canada","19","3","0",172.7,"1930",67.992125984252
"793",840,"United States of America","19","3","0",173.4,"1930",68.2677165354331
"794",332,"Haiti","19","3","0",166.707,"1930",65.6326771653543
"795",388,"Jamaica","19","3","0",169.672,"1930",66.8
"796",630,"Puerto Rico","19","3","0",163.66,"1930",64.4330708661417
"797",320,"Guatemala","19","3","0",158.7,"1930",62.4803149606299
"798",484,"Mexico","19","3","0",165.5,"1930",65.1574803149606
"799",32,"Argentina","19","3","0",169.8,"1930",66.8503937007874
"800",68,"Bolivia (Plurinational State of)","19","3","0",162.5,"1930",63.9763779527559
"801",76,"Brazil","19","3","0",167,"1930",65.748031496063
"802",170,"Colombia","19","3","0",165.465,"1930",65.1437007874016
"803",600,"Paraguay","19","3","0",165.363,"1930",65.1035433070866
"804",604,"Peru","19","3","0",159.749,"1930",62.8933070866142
"805",858,"Uruguay","19","3","0",168.1,"1930",66.1811023622047
"806",554,"New Zealand","19","3","0",174.625,"1930",68.75
"807",598,"Papua New Guinea","19","3","0",152.432,"1930",60.0125984251968
"808",4,"Afghanistan","19","3","0",166.8,"1930",65.6692913385827
"809",356,"India","19","3","0",163.688,"1930",64.444094488189
"810",524,"Nepal","19","3","0",160.9,"1930",63.3464566929134
"811",586,"Pakistan","19","3","0",163.979,"1930",64.5586614173228
"812",156,"China","19","3","0",166.5,"1930",65.5511811023622
"813",344,"China, Hong Kong Special Administrative Region","19","3","0",167.655,"1930",66.005905511811
