unitid,year,fips,race,sex,completers
125462,2014,6,1,99,91
125462,2015,6,7,99,7
125462,2015,6,5,1,0
125462,2015,6,5,2,2
125462,2015,6,4,99,14
125462,2015,6,2,1,9
125462,2015,6,2,2,9
125462,2015,6,3,99,268
125462,2015,6,6,1,3
125462,2015,6,6,2,0
125462,2015,6,8,99,15
125462,2015,6,99,1,153
125462,2015,6,99,2,254
125462,2015,6,9,99,13
125462,2015,6,1,1,27
125462,2015,6,1,2,40
125471,2014,6,7,1,3
125471,2014,6,7,2,16
125471,2014,6,5,99,1
125471,2014,6,4,1,14
125471,2014,6,4,2,18
125471,2014,6,2,99,156
125471,2014,6,3,1,92
125471,2014,6,3,2,136
125471,2014,6,6,99,0
125471,2014,6,8,1,2
125471,2014,6,8,2,2
125471,2014,6,99,99,530
125471,2014,6,9,1,7
125471,2014,6,9,2,17
125471,2014,6,1,99,66
125471,2015,6,7,99,25
125471,2015,6,5,1,0
125471,2015,6,5,2,2
125471,2015,6,4,99,37
125471,2015,6,2,1,61
125471,2015,6,2,2,118
125471,2015,6,3,99,300
125471,2015,6,6,1,3
125471,2015,6,6,2,1
125471,2015,6,8,99,12
125471,2015,6,99,1,274
125471,2015,6,99,2,400
125471,2015,6,9,99,27
125471,2015,6,1,1,38
125471,2015,6,1,2,50
125499,2014,6,7,1,15
125499,2014,6,7,2,20
125499,2014,6,5,99,2
125499,2014,6,4,1,26
125499,2014,6,4,2,43
125499,2014,6,2,99,15
125499,2014,6,3,1,67
125499,2014,6,3,2,106
125499,2014,6,6,99,6
125499,2014,6,8,1,3
125499,2014,6,8,2,5
125499,2014,6,99,99,712
125499,2014,6,9,1,10
125499,2014,6,9,2,11
125499,2014,6,1,99,383
125499,2015,6,7,99,29
125499,2015,6,5,1,0
125499,2015,6,5,2,1
125499,2015,6,4,99,88
125499,2015,6,2,1,13
125499,2015,6,2,2,12
125499,2015,6,3,99,187
125499,2015,6,6,1,0
125499,2015,6,6,2,3
125499,2015,6,8,99,11
125499,2015,6,99,1,281
125499,2015,6,99,2,462
125499,2015,6,9,99,23
125499,2015,6,1,1,150
125499,2015,6,1,2,226
125532,2014,6,7,1,4
125532,2014,6,7,2,46
125532,2014,6,5,99,14
125532,2014,6,4,1,19
125532,2014,6,4,2,78
125532,2014,6,2,99,91
125532,2014,6,3,1,31
125532,2014,6,3,2,173
125532,2014,6,6,99,18
125532,2014,6,8,1,0
125532,2014,6,8,2,0
125532,2014,6,99,99,888
125532,2014,6,9,1,11
125532,2014,6,9,2,59
125532,2014,6,1,99,344
125532,2015,6,7,99,34
125532,2015,6,5,1,1
125532,2015,6,5,2,11
125532,2015,6,4,99,123
125532,2015,6,2,1,8
125532,2015,6,2,2,67
125532,2015,6,3,99,222
125532,2015,6,6,1,2
125532,2015,6,6,2,17
125532,2015,6,8,99,0
125532,2015,6,99,1,94
125532,2015,6,99,2,798
125532,2015,6,9,99,72
125532,2015,6,1,1,33
125532,2015,6,1,2,302
125718,2014,6,7,1,0
125718,2014,6,7,2,0
125718,2014,6,5,99,0
125718,2014,6,4,1,6
125718,2014,6,4,2,0
125718,2014,6,2,99,0
125718,2014,6,3,1,2
125718,2014,6,3,2,0
125718,2014,6,6,99,0
125718,2014,6,8,1,6
125718,2014,6,8,2,0
125718,2014,6,99,99,36
125718,2014,6,9,1,0
125718,2014,6,9,2,0
125718,2014,6,1,99,22
125718,2015,6,7,99,2
125718,2015,6,5,1,0
125718,2015,6,5,2,0
125718,2015,6,4,99,8
125718,2015,6,2,1,0
125718,2015,6,2,2,1
125718,2015,6,3,99,4
125718,2015,6,6,1,1
125718,2015,6,6,2,0
125718,2015,6,8,99,10
125718,2015,6,99,1,49
125718,2015,6,99,2,6
125718,2015,6,9,99,0
125718,2015,6,1,1,25
125718,2015,6,1,2,4
125727,2014,6,7,1,9
125727,2014,6,7,2,18
125727,2014,6,5,99,0
125727,2014,6,4,1,11
125727,2014,6,4,2,14
125727,2014,6,2,99,6
125727,2014,6,3,1,12
125727,2014,6,3,2,25
125727,2014,6,6,99,3
125727,2014,6,8,1,4
125727,2014,6,8,2,0
125727,2014,6,99,99,326
125727,2014,6,9,1,1
125727,2014,6,9,2,3
125727,2014,6,1,99,220
125727,2015,6,7,99,27
125727,2015,6,5,1,1
125727,2015,6,5,2,0
125727,2015,6,4,99,20
125727,2015,6,2,1,1
125727,2015,6,2,2,1
125727,2015,6,3,99,33
125727,2015,6,6,1,0
125727,2015,6,6,2,0
125727,2015,6,8,99,4
125727,2015,6,99,1,109
125727,2015,6,99,2,192
125727,2015,6,9,99,11
125727,2015,6,1,1,74
125727,2015,6,1,2,129
125763,2014,6,7,1,11
125763,2014,6,7,2,16
125763,2014,6,5,99,1
125763,2014,6,4,1,24
125763,2014,6,4,2,41
125763,2014,6,2,99,22
125763,2014,6,3,1,87
125763,2014,6,3,2,138
125763,2014,6,6,99,1
125763,2014,6,8,1,8
125763,2014,6,8,2,1
125763,2014,6,99,99,590
125763,2014,6,9,1,6
125763,2014,6,9,2,6
125763,2014,6,1,99,228
125763,2015,6,7,99,24
125763,2015,6,5,1,2
125763,2015,6,5,2,1
125763,2015,6,4,99,44
125763,2015,6,2,1,16
125763,2015,6,2,2,10
125763,2015,6,3,99,222
125763,2015,6,6,1,1
125763,2015,6,6,2,1
125763,2015,6,8,99,13
125763,2015,6,99,1,248
125763,2015,6,99,2,280
125763,2015,6,9,99,2
125763,2015,6,1,1,105
125763,2015,6,1,2,87
125897,2014,6,7,1,2
125897,2014,6,7,2,6
125897,2014,6,5,99,1
125897,2014,6,4,1,18
125897,2014,6,4,2,19
125897,2014,6,2,99,23
125897,2014,6,3,1,50
125897,2014,6,3,2,73
125897,2014,6,6,99,0
125897,2014,6,8,1,37
125897,2014,6,8,2,21
125897,2014,6,99,99,444
125897,2014,6,9,1,0
125897,2014,6,9,2,0
125897,2014,6,1,99,194
125897,2015,6,7,99,11
125897,2015,6,5,1,0
125897,2015,6,5,2,0
125897,2015,6,4,99,31
125897,2015,6,2,1,6
125897,2015,6,2,2,6
125897,2015,6,3,99,108
125897,2015,6,6,1,4
125897,2015,6,6,2,2
125897,2015,6,8,99,68
125897,2015,6,99,1,199
125897,2015,6,99,2,218
125897,2015,6,9,99,0
125897,2015,6,1,1,72
125897,2015,6,1,2,109
126012,2014,6,7,1,1
126012,2014,6,7,2,9
126012,2014,6,5,99,1
126012,2014,6,4,1,5
126012,2014,6,4,2,9
126012,2014,6,2,99,5
126012,2014,6,3,1,6
126012,2014,6,3,2,3
126012,2014,6,6,99,0
126012,2014,6,8,1,0
126012,2014,6,8,2,0
126012,2014,6,99,99,135
126012,2014,6,9,1,0
126012,2014,6,9,2,0
126012,2014,6,1,99,96
126012,2015,6,7,99,12
126012,2015,6,5,1,0
126012,2015,6,5,2,0
126012,2015,6,4,99,15
126012,2015,6,2,1,0
126012,2015,6,2,2,4
126012,2015,6,3,99,12
126012,2015,6,6,1,0
126012,2015,6,6,2,0
126012,2015,6,8,99,7
126012,2015,6,99,1,32
126012,2015,6,99,2,126
126012,2015,6,9,99,0
126012,2015,6,1,1,23
126012,2015,6,1,2,85
126030,2014,6,7,1,1
126030,2014,6,7,2,0
126030,2014,6,5,99,2
126030,2014,6,4,1,4
126030,2014,6,4,2,6
126030,2014,6,2,99,7
126030,2014,6,3,1,9
126030,2014,6,3,2,14
126030,2014,6,6,99,0
126030,2014,6,8,1,0
126030,2014,6,8,2,1
126030,2014,6,99,99,114
126030,2014,6,9,1,2
126030,2014,6,9,2,1
126030,2014,6,1,99,67
126030,2015,6,7,99,0
126030,2015,6,5,1,2
126030,2015,6,5,2,0
126030,2015,6,4,99,11
126030,2015,6,2,1,4
126030,2015,6,2,2,4
126030,2015,6,3,99,22
126030,2015,6,6,1,0
126030,2015,6,6,2,0
126030,2015,6,8,99,1
126030,2015,6,99,1,46
126030,2015,6,99,2,44
126030,2015,6,9,99,0
126030,2015,6,1,1,28
126030,2015,6,1,2,18
126049,2014,6,7,1,0
126049,2014,6,7,2,0
126049,2014,6,5,99,2
126049,2014,6,4,1,14
126049,2014,6,4,2,16
126049,2014,6,2,99,20
126049,2014,6,3,1,23
126049,2014,6,3,2,19
126049,2014,6,6,99,2
126049,2014,6,8,1,2
126049,2014,6,8,2,3
126049,2014,6,99,99,251
126049,2014,6,9,1,0
126049,2014,6,9,2,0
126049,2014,6,1,99,150
126049,2015,6,7,99,0
126049,2015,6,5,1,4
126049,2015,6,5,2,3
126049,2015,6,4,99,31
126049,2015,6,2,1,20
126049,2015,6,2,2,15
126049,2015,6,3,99,51
126049,2015,6,6,1,2
126049,2015,6,6,2,1
126049,2015,6,8,99,3
126049,2015,6,99,1,123
126049,2015,6,99,2,118
126049,2015,6,9,99,1
126049,2015,6,1,1,61
126049,2015,6,1,2,49
126076,2014,6,7,1,0
126076,2014,6,7,2,0
126076,2014,6,5,99,0
126076,2014,6,4,1,0
126076,2014,6,4,2,0
126076,2014,6,2,99,0
126076,2014,6,3,1,0
126076,2014,6,3,2,0
126076,2014,6,6,99,0
126076,2014,6,8,1,2
126076,2014,6,8,2,0
126076,2014,6,99,99,35
126076,2014,6,9,1,0
126076,2014,6,9,2,0
126076,2014,6,1,99,33
126076,2015,6,7,99,0
126076,2015,6,5,1,0
126076,2015,6,5,2,0
126076,2015,6,4,99,0
126076,2015,6,2,1,0
126076,2015,6,2,2,0
126076,2015,6,3,99,0
126076,2015,6,6,1,0
126076,2015,6,6,2,0
126076,2015,6,8,99,0
126076,2015,6,99,1,20
126076,2015,6,99,2,0
126076,2015,6,9,99,0
126076,2015,6,1,1,20
126076,2015,6,1,2,0
126119,2014,6,7,1,19
126119,2014,6,7,2,22
126119,2014,6,5,99,9
126119,2014,6,4,1,46
126119,2014,6,4,2,59
126119,2014,6,2,99,36
126119,2014,6,3,1,69
126119,2014,6,3,2,120
126119,2014,6,6,99,2
126119,2014,6,8,1,0
126119,2014,6,8,2,0
126119,2014,6,99,99,718
126119,2014,6,9,1,7
126119,2014,6,9,2,23
126119,2014,6,1,99,306
126119,2015,6,7,99,35
126119,2015,6,5,1,0
126119,2015,6,5,2,9
126119,2015,6,4,99,92
126119,2015,6,2,1,7
126119,2015,6,2,2,9
126119,2015,6,3,99,224
126119,2015,6,6,1,1
126119,2015,6,6,2,3
126119,2015,6,8,99,0
126119,2015,6,99,1,234
126119,2015,6,99,2,464
126119,2015,6,9,99,31
126119,2015,6,1,1,105
126119,2015,6,1,2,182
154022,2014,6,7,1,135
154022,2014,6,7,2,304
154022,2014,6,5,99,151
154022,2014,6,4,1,84
154022,2014,6,4,2,131
154022,2014,6,2,99,5231
154022,2014,6,3,1,503
154022,2014,6,3,2,968
154022,2014,6,6,99,123
154022,2014,6,8,1,18
154022,2014,6,8,2,9
154022,2014,6,99,99,15625
154022,2014,6,9,1,85
154022,2014,6,9,2,200
154022,2014,6,1,99,7683
154022,2015,6,7,99,358
154022,2015,6,5,1,29
154022,2015,6,5,2,86
154022,2015,6,4,99,204
154022,2015,6,2,1,1085
154022,2015,6,2,2,3238
154022,2015,6,3,99,1255
154022,2015,6,6,1,41
154022,2015,6,6,2,66
154022,2015,6,8,99,36
154022,2015,6,99,1,4053
154022,2015,6,99,2,8897
154022,2015,6,9,99,249
154022,2015,6,1,1,2178
154022,2015,6,1,2,4125
243744,2014,6,7,1,134
243744,2014,6,7,2,164
243744,2014,6,5,99,10
243744,2014,6,4,1,369
243744,2014,6,4,2,325
243744,2014,6,2,99,181
243744,2014,6,3,1,276
243744,2014,6,3,2,228
243744,2014,6,6,99,11
243744,2014,6,8,1,751
243744,2014,6,8,2,401
243744,2014,6,99,99,4700
243744,2014,6,9,1,34
243744,2014,6,9,2,10
243744,2014,6,1,99,1806
243744,2015,6,7,99,295
243744,2015,6,5,1,14
243744,2015,6,5,2,10
243744,2015,6,4,99,753
243744,2015,6,2,1,100
243744,2015,6,2,2,85
243744,2015,6,3,99,455
243744,2015,6,6,1,3
243744,2015,6,6,2,0
243744,2015,6,8,99,1271
243744,2015,6,99,1,2758
243744,2015,6,99,2,2062
243744,2015,6,9,99,33
243744,2015,6,1,1,994
243744,2015,6,1,2,807
244011,2014,6,7,1,4
244011,2014,6,7,2,0
244011,2014,6,5,99,2
244011,2014,6,4,1,18
244011,2014,6,4,2,2
244011,2014,6,2,99,15
244011,2014,6,3,1,65
244011,2014,6,3,2,28
244011,2014,6,6,99,0
244011,2014,6,8,1,0
244011,2014,6,8,2,0
244011,2014,6,99,99,189
244011,2014,6,9,1,10
244011,2014,6,9,2,1
244011,2014,6,1,99,44
245838,2014,6,7,1,2
245838,2014,6,7,2,13
245838,2014,6,5,99,1
245838,2014,6,4,1,2
245838,2014,6,4,2,15
245838,2014,6,2,99,31
245838,2014,6,3,1,15
245838,2014,6,3,2,31
245838,2014,6,6,99,0
245838,2014,6,8,1,0
245838,2014,6,8,2,0
245838,2014,6,99,99,321
245838,2014,6,9,1,3
245838,2014,6,9,2,12
245838,2014,6,1,99,196
245838,2015,6,7,99,7
245838,2015,6,5,1,0
245838,2015,6,5,2,1
245838,2015,6,4,99,8
245838,2015,6,2,1,10
245838,2015,6,2,2,10
245838,2015,6,3,99,46
245838,2015,6,6,1,0
245838,2015,6,6,2,0
245838,2015,6,8,99,0
245838,2015,6,99,1,71
245838,2015,6,99,2,210
245838,2015,6,9,99,38
245838,2015,6,1,1,43
245838,2015,6,1,2,118
245847,2014,6,7,1,1
245847,2014,6,7,2,0
245847,2014,6,5,99,1
245847,2014,6,4,1,0
245847,2014,6,4,2,4
245847,2014,6,2,99,4
245847,2014,6,3,1,10
245847,2014,6,3,2,23
245847,2014,6,6,99,1
245847,2014,6,8,1,7
245847,2014,6,8,2,6
245847,2014,6,99,99,126
245847,2014,6,9,1,2
245847,2014,6,9,2,1
245847,2014,6,1,99,66
245847,2015,6,7,99,2
245847,2015,6,5,1,0
245847,2015,6,5,2,1
245847,2015,6,4,99,3
245847,2015,6,2,1,0
245847,2015,6,2,2,1
245847,2015,6,3,99,26
245847,2015,6,6,1,0
245847,2015,6,6,2,2
245847,2015,6,8,99,11
245847,2015,6,99,1,31
245847,2015,6,99,2,83
245847,2015,6,9,99,3
245847,2015,6,1,1,15
245847,2015,6,1,2,50
246974,2014,6,7,1,0
246974,2014,6,7,2,14
246974,2014,6,5,99,4
246974,2014,6,4,1,3
246974,2014,6,4,2,30
246974,2014,6,2,99,63
246974,2014,6,3,1,15
246974,2014,6,3,2,150
246974,2014,6,6,99,18
246974,2014,6,8,1,0
246974,2014,6,8,2,2
246974,2014,6,99,99,358
246974,2014,6,9,1,0
246974,2014,6,9,2,3
246974,2014,6,1,99,56
246974,2015,6,7,99,9
246974,2015,6,5,1,0
246974,2015,6,5,2,3
246974,2015,6,4,99,54
246974,2015,6,2,1,5
246974,2015,6,2,2,50
246974,2015,6,3,99,158
246974,2015,6,6,1,0
246974,2015,6,6,2,9
246974,2015,6,8,99,4
246974,2015,6,99,1,32
246974,2015,6,99,2,302
246974,2015,6,9,99,1
246974,2015,6,1,1,3
246974,2015,6,1,2,38
248846,2014,6,7,1,0
248846,2014,6,7,2,0
248846,2014,6,5,99,0
248846,2014,6,4,1,0
248846,2014,6,4,2,1
248846,2014,6,2,99,0
248846,2014,6,3,1,0
248846,2014,6,3,2,8
248846,2014,6,6,99,0
248846,2014,6,8,1,0
248846,2014,6,8,2,0
248846,2014,6,99,99,18
248846,2014,6,9,1,0
248846,2014,6,9,2,0
248846,2014,6,1,99,9
248846,2015,6,7,99,1
248846,2015,6,5,1,0
248846,2015,6,5,2,0
248846,2015,6,4,99,1
248846,2015,6,2,1,0
248846,2015,6,2,2,0
248846,2015,6,3,99,5
248846,2015,6,6,1,0
248846,2015,6,6,2,0
248846,2015,6,8,99,1
248846,2015,6,99,1,1
248846,2015,6,99,2,16
248846,2015,6,9,99,0
248846,2015,6,1,1,1
248846,2015,6,1,2,8
260789,2014,6,7,1,3
260789,2014,6,7,2,12
260789,2014,6,5,99,2
260789,2014,6,4,1,38
260789,2014,6,4,2,59
260789,2014,6,2,99,11
260789,2014,6,3,1,90
260789,2014,6,3,2,218
260789,2014,6,6,99,2
260789,2014,6,8,1,0
260789,2014,6,8,2,0
260789,2014,6,99,99,488
260789,2014,6,9,1,0
260789,2014,6,9,2,0
260789,2014,6,1,99,53
260789,2015,6,7,99,10
260789,2015,6,5,1,0
260789,2015,6,5,2,1
260789,2015,6,4,99,60
260789,2015,6,2,1,1
260789,2015,6,2,2,7
260789,2015,6,3,99,283
260789,2015,6,6,1,1
260789,2015,6,6,2,1
260789,2015,6,8,99,0
260789,2015,6,99,1,107
260789,2015,6,99,2,316
260789,2015,6,9,99,4
260789,2015,6,1,1,13
260789,2015,6,1,2,42
262022,2014,6,7,1,1
262022,2014,6,7,2,0
262022,2014,6,5,99,0
262022,2014,6,4,1,4
262022,2014,6,4,2,1
262022,2014,6,2,99,2
262022,2014,6,3,1,1
262022,2014,6,3,2,1
262022,2014,6,6,99,1
262022,2014,6,8,1,0
262022,2014,6,8,2,2
262022,2014,6,99,99,42
262022,2014,6,9,1,5
262022,2014,6,9,2,1
262022,2014,6,1,99,23
262022,2015,6,7,99,0
262022,2015,6,5,1,0
262022,2015,6,5,2,0
262022,2015,6,4,99,7
262022,2015,6,2,1,2
262022,2015,6,2,2,0
262022,2015,6,3,99,3
262022,2015,6,6,1,0
262022,2015,6,6,2,0
262022,2015,6,8,99,0
262022,2015,6,99,1,20
262022,2015,6,99,2,11
262022,2015,6,9,99,3
262022,2015,6,1,1,8
262022,2015,6,1,2,8
262086,2014,6,7,1,31
262086,2014,6,7,2,56
262086,2014,6,5,99,20
262086,2014,6,4,1,49
262086,2014,6,4,2,77
262086,2014,6,2,99,235
262086,2014,6,3,1,150
262086,2014,6,3,2,404
262086,2014,6,6,99,19
262086,2014,6,8,1,0
262086,2014,6,8,2,1
262086,2014,6,99,99,2496
262086,2014,6,9,1,61
262086,2014,6,9,2,105
262086,2014,6,1,99,1288
262086,2015,6,7,99,119
262086,2015,6,5,1,5
262086,2015,6,5,2,10
262086,2015,6,4,99,124
262086,2015,6,2,1,99
262086,2015,6,2,2,148
262086,2015,6,3,99,608
262086,2015,6,6,1,6
262086,2015,6,6,2,14
262086,2015,6,8,99,1
262086,2015,6,99,1,926
262086,2015,6,99,2,1596
262086,2015,6,9,99,116
262086,2015,6,1,1,488
262086,2015,6,1,2,784
262369,2014,6,7,1,0
262369,2014,6,7,2,1
262369,2014,6,5,99,0
262369,2014,6,4,1,0
262369,2014,6,4,2,0
262369,2014,6,2,99,2
262369,2014,6,3,1,0
262369,2014,6,3,2,38
262369,2014,6,6,99,1
262369,2014,6,8,1,0
262369,2014,6,8,2,1
262369,2014,6,99,99,84
262369,2014,6,9,1,0
262369,2014,6,9,2,0
262369,2014,6,1,99,41
262369,2015,6,7,99,0
262369,2015,6,5,1,0
262369,2015,6,5,2,1
262369,2015,6,4,99,1
262369,2015,6,2,1,0
262369,2015,6,2,2,2
262369,2015,6,3,99,40
262369,2015,6,6,1,0
262369,2015,6,6,2,0
262369,2015,6,8,99,1
262369,2015,6,99,1,1
262369,2015,6,99,2,84
262369,2015,6,9,99,1
262369,2015,6,1,1,0
262369,2015,6,1,2,39
262402,2014,6,7,1,12
262402,2014,6,7,2,0
262402,2014,6,5,99,2
262402,2014,6,4,1,7
262402,2014,6,4,2,0
262402,2014,6,2,99,21
262402,2014,6,3,1,50
262402,2014,6,3,2,0
262402,2014,6,6,99,3
262402,2014,6,8,1,0
262402,2014,6,8,2,0
262402,2014,6,99,99,210
262402,2014,6,9,1,7
262402,2014,6,9,2,0
262402,2014,6,1,99,108
262402,2015,6,7,99,10
262402,2015,6,5,1,3
262402,2015,6,5,2,0
262402,2015,6,4,99,10
262402,2015,6,2,1,26
262402,2015,6,2,2,2
262402,2015,6,3,99,49
262402,2015,6,6,1,3
262402,2015,6,6,2,0
262402,2015,6,8,99,0
262402,2015,6,99,1,218
262402,2015,6,99,2,3
262402,2015,6,9,99,4
262402,2015,6,1,1,114
262402,2015,6,1,2,0
365125,2014,6,7,1,0
365125,2014,6,7,2,1
365125,2014,6,5,99,1
365125,2014,6,4,1,0
365125,2014,6,4,2,2
365125,2014,6,2,99,4
365125,2014,6,3,1,0
365125,2014,6,3,2,30
365125,2014,6,6,99,0
365125,2014,6,8,1,0
365125,2014,6,8,2,0
365125,2014,6,99,99,95
365125,2014,6,9,1,0
365125,2014,6,9,2,1
365125,2014,6,1,99,56
365125,2015,6,7,99,7
365125,2015,6,5,1,0
365125,2015,6,5,2,0
365125,2015,6,4,99,3
365125,2015,6,2,1,0
365125,2015,6,2,2,3
365125,2015,6,3,99,34
365125,2015,6,6,1,0
365125,2015,6,6,2,0
365125,2015,6,8,99,0
365125,2015,6,99,1,3
365125,2015,6,99,2,113
365125,2015,6,9,99,2
365125,2015,6,1,1,1
365125,2015,6,1,2,66
366289,2014,6,7,1,0
366289,2014,6,7,2,0
366289,2014,6,5,99,2
366289,2014,6,4,1,5
366289,2014,6,4,2,3
366289,2014,6,2,99,12
366289,2014,6,3,1,35
366289,2014,6,3,2,15
366289,2014,6,6,99,1
366289,2014,6,8,1,0
366289,2014,6,8,2,0
366289,2014,6,99,99,145
366289,2014,6,9,1,7
366289,2014,6,9,2,9
366289,2014,6,1,99,56
366289,2015,6,7,99,0
366289,2015,6,5,1,0
366289,2015,6,5,2,0
366289,2015,6,4,99,6
366289,2015,6,2,1,10
366289,2015,6,2,2,9
366289,2015,6,3,99,70
366289,2015,6,6,1,0
366289,2015,6,6,2,0
366289,2015,6,8,99,0
366289,2015,6,99,1,86
366289,2015,6,99,2,80
366289,2015,6,9,99,21
366289,2015,6,1,1,17
366289,2015,6,1,2,33
366401,2014,6,7,1,16
366401,2014,6,7,2,29
366401,2014,6,5,99,2
366401,2014,6,4,1,24
366401,2014,6,4,2,66
366401,2014,6,2,99,23
366401,2014,6,3,1,36
366401,2014,6,3,2,106
366401,2014,6,6,99,1
366401,2014,6,8,1,5
366401,2014,6,8,2,6
366401,2014,6,99,99,624
366401,2014,6,9,1,2
366401,2014,6,9,2,10
366401,2014,6,1,99,298
366401,2015,6,7,99,50
366401,2015,6,5,1,0
366401,2015,6,5,2,1
366401,2015,6,4,99,98
366401,2015,6,2,1,6
366401,2015,6,2,2,13
366401,2015,6,3,99,198
366401,2015,6,6,1,0
366401,2015,6,6,2,0
366401,2015,6,8,99,8
366401,2015,6,99,1,261
366401,2015,6,99,2,429
366401,2015,6,9,99,11
366401,2015,6,1,1,123
366401,2015,6,1,2,182
366711,2014,6,7,1,39
366711,2014,6,7,2,58
366711,2014,6,5,99,12
366711,2014,6,4,1,94
366711,2014,6,4,2,138
366711,2014,6,2,99,55
366711,2014,6,3,1,206
366711,2014,6,3,2,422
366711,2014,6,6,99,9
366711,2014,6,8,1,22
366711,2014,6,8,2,25
366711,2014,6,99,99,2312
366711,2014,6,9,1,111
366711,2014,6,9,2,121
366711,2014,6,1,99,1000
366711,2015,6,7,99,120
366711,2015,6,5,1,4
366711,2015,6,5,2,7
366711,2015,6,4,99,253
366711,2015,6,2,1,17
366711,2015,6,2,2,33
366711,2015,6,3,99,721
366711,2015,6,6,1,6
366711,2015,6,6,2,1
366711,2015,6,8,99,76
366711,2015,6,99,1,800
366711,2015,6,99,2,1546
366711,2015,6,9,99,188
366711,2015,6,1,1,308
366711,2015,6,1,2,612
366960,2014,6,7,1,0
366960,2014,6,7,2,0
366960,2014,6,5,99,3
366960,2014,6,4,1,5
366960,2014,6,4,2,5
366960,2014,6,2,99,4
366960,2014,6,3,1,25
366960,2014,6,3,2,149
366960,2014,6,6,99,6
366960,2014,6,8,1,0
366960,2014,6,8,2,0
366960,2014,6,99,99,289
366960,2014,6,9,1,3
366960,2014,6,9,2,16
366960,2014,6,1,99,73
366960,2015,6,7,99,2
366960,2015,6,5,1,0
366960,2015,6,5,2,3
366960,2015,6,4,99,9
366960,2015,6,2,1,2
366960,2015,6,2,2,6
366960,2015,6,3,99,159
366960,2015,6,6,1,1
366960,2015,6,6,2,2
366960,2015,6,8,99,0
366960,2015,6,99,1,39
366960,2015,6,99,2,257
366960,2015,6,9,99,20
366960,2015,6,1,1,10
366960,2015,6,1,2,82
367954,2014,6,7,1,8
367954,2014,6,7,2,4
367954,2014,6,5,99,3
367954,2014,6,4,1,32
367954,2014,6,4,2,46
367954,2014,6,2,99,26
367954,2014,6,3,1,25
367954,2014,6,3,2,24
367954,2014,6,6,99,8
367954,2014,6,8,1,0
367954,2014,6,8,2,2
367954,2014,6,99,99,639
367954,2014,6,9,1,4
367954,2014,6,9,2,8
367954,2014,6,1,99,449
367954,2015,6,7,99,24
367954,2015,6,5,1,0
367954,2015,6,5,2,1
367954,2015,6,4,99,76
367954,2015,6,2,1,5
367954,2015,6,2,2,15
367954,2015,6,3,99,50
367954,2015,6,6,1,3
367954,2015,6,6,2,3
367954,2015,6,8,99,3
367954,2015,6,99,1,237
367954,2015,6,99,2,393
367954,2015,6,9,99,7
367954,2015,6,1,1,156
367954,2015,6,1,2,287
368771,2014,6,7,1,3
368771,2014,6,7,2,7
368771,2014,6,5,99,1
368771,2014,6,4,1,3
368771,2014,6,4,2,2
368771,2014,6,2,99,6
368771,2014,6,3,1,6
368771,2014,6,3,2,15
368771,2014,6,6,99,1
368771,2014,6,8,1,0
368771,2014,6,8,2,0
368771,2014,6,99,99,115
368771,2014,6,9,1,0
368771,2014,6,9,2,0
368771,2014,6,1,99,71
368771,2015,6,7,99,10
368771,2015,6,5,1,0
368771,2015,6,5,2,1
368771,2015,6,4,99,2
368771,2015,6,2,1,3
368771,2015,6,2,2,4
368771,2015,6,3,99,21
368771,2015,6,6,1,0
368771,2015,6,6,2,1
368771,2015,6,8,99,1
368771,2015,6,99,1,38
368771,2015,6,99,2,85
368771,2015,6,9,99,2
368771,2015,6,1,1,24
368771,2015,6,1,2,54
368780,2014,6,7,1,0
368780,2014,6,7,2,0
368780,2014,6,5,99,0
368780,2014,6,4,1,7
368780,2014,6,4,2,17
368780,2014,6,2,99,24
368780,2014,6,3,1,6
368780,2014,6,3,2,24
368780,2014,6,6,99,0
368780,2014,6,8,1,1
368780,2014,6,8,2,8
368780,2014,6,99,99,102
368780,2014,6,9,1,0
368780,2014,6,9,2,0
368780,2014,6,1,99,15
368780,2015,6,7,99,0
368780,2015,6,5,1,0
368780,2015,6,5,2,0
368780,2015,6,4,99,10
368780,2015,6,2,1,3
368780,2015,6,2,2,13
368780,2015,6,3,99,35
368780,2015,6,6,1,0
368780,2015,6,6,2,0
368780,2015,6,8,99,3
368780,2015,6,99,1,19
368780,2015,6,99,2,56
368780,2015,6,9,99,0
368780,2015,6,1,1,1
368780,2015,6,1,2,10
368832,2014,6,7,1,0
368832,2014,6,7,2,0
368832,2014,6,5,99,0
368832,2014,6,4,1,3
368832,2014,6,4,2,9
368832,2014,6,2,99,0
368832,2014,6,3,1,0
368832,2014,6,3,2,7
368832,2014,6,6,99,0
368832,2014,6,8,1,2
368832,2014,6,8,2,9
368832,2014,6,99,99,30
368832,2014,6,9,1,0
368832,2014,6,9,2,0
368832,2014,6,1,99,0
368832,2015,6,7,99,0
368832,2015,6,5,1,0
368832,2015,6,5,2,0
368832,2015,6,4,99,9
368832,2015,6,2,1,0
368832,2015,6,2,2,0
368832,2015,6,3,99,13
368832,2015,6,6,1,0
368832,2015,6,6,2,0
368832,2015,6,8,99,0
368832,2015,6,99,1,0
368832,2015,6,99,2,22
368832,2015,6,9,99,0
368832,2015,6,1,1,0
368832,2015,6,1,2,0
371690,2014,6,7,1,0
371690,2014,6,7,2,0
371690,2014,6,5,99,7
371690,2014,6,4,1,25
371690,2014,6,4,2,31
371690,2014,6,2,99,47
