unitid,year,fips,race,sex,completers
114114,2015,6,2,1,0
114114,2015,6,2,2,3
114114,2015,6,3,99,3
114114,2015,6,6,1,0
114114,2015,6,6,2,0
114114,2015,6,8,99,5
114114,2015,6,99,1,8
114114,2015,6,99,2,34
114114,2015,6,9,99,3
114114,2015,6,1,1,4
114114,2015,6,1,2,15
114123,2014,6,7,1,0
114123,2014,6,7,2,0
114123,2014,6,5,99,2
114123,2014,6,4,1,2
114123,2014,6,4,2,5
114123,2014,6,2,99,6
114123,2014,6,3,1,9
114123,2014,6,3,2,51
114123,2014,6,6,99,4
114123,2014,6,8,1,0
114123,2014,6,8,2,0
114123,2014,6,99,99,193
114123,2014,6,9,1,1
114123,2014,6,9,2,2
114123,2014,6,1,99,111
114123,2015,6,7,99,0
114123,2015,6,5,1,0
114123,2015,6,5,2,2
114123,2015,6,4,99,7
114123,2015,6,2,1,1
114123,2015,6,2,2,5
114123,2015,6,3,99,65
114123,2015,6,6,1,0
114123,2015,6,6,2,0
114123,2015,6,8,99,0
114123,2015,6,99,1,40
114123,2015,6,99,2,132
114123,2015,6,9,99,3
114123,2015,6,1,1,25
114123,2015,6,1,2,64
114266,2014,6,7,1,10
114266,2014,6,7,2,6
114266,2014,6,5,99,2
114266,2014,6,4,1,93
114266,2014,6,4,2,115
114266,2014,6,2,99,16
114266,2014,6,3,1,68
114266,2014,6,3,2,169
114266,2014,6,6,99,4
114266,2014,6,8,1,0
114266,2014,6,8,2,3
114266,2014,6,99,99,560
114266,2014,6,9,1,9
114266,2014,6,9,2,13
114266,2014,6,1,99,52
114266,2015,6,7,99,20
114266,2015,6,5,1,0
114266,2015,6,5,2,1
114266,2015,6,4,99,222
114266,2015,6,2,1,8
114266,2015,6,2,2,9
114266,2015,6,3,99,264
114266,2015,6,6,1,2
114266,2015,6,6,2,2
114266,2015,6,8,99,0
114266,2015,6,99,1,219
114266,2015,6,99,2,397
114266,2015,6,9,99,31
114266,2015,6,1,1,25
114266,2015,6,1,2,32
114354,2014,6,7,1,8
114354,2014,6,7,2,38
114354,2014,6,5,99,8
114354,2014,6,4,1,20
114354,2014,6,4,2,181
114354,2014,6,2,99,89
114354,2014,6,3,1,38
114354,2014,6,3,2,341
114354,2014,6,6,99,10
114354,2014,6,8,1,24
114354,2014,6,8,2,224
114354,2014,6,99,99,1718
114354,2014,6,9,1,9
114354,2014,6,9,2,114
114354,2014,6,1,99,614
114354,2015,6,7,99,54
114354,2015,6,5,1,0
114354,2015,6,5,2,3
114354,2015,6,4,99,153
114354,2015,6,2,1,11
114354,2015,6,2,2,66
114354,2015,6,3,99,318
114354,2015,6,6,1,7
114354,2015,6,6,2,15
114354,2015,6,8,99,247
114354,2015,6,99,1,147
114354,2015,6,99,2,1362
114354,2015,6,9,99,77
114354,2015,6,1,1,30
114354,2015,6,1,2,528
114390,2014,6,7,1,0
114390,2014,6,7,2,9
114390,2014,6,5,99,1
114390,2014,6,4,1,2
114390,2014,6,4,2,45
114390,2014,6,2,99,6
114390,2014,6,3,1,4
114390,2014,6,3,2,56
114390,2014,6,6,99,9
114390,2014,6,8,1,3
114390,2014,6,8,2,13
114390,2014,6,99,99,253
114390,2014,6,9,1,1
114390,2014,6,9,2,9
114390,2014,6,1,99,95
114390,2015,6,7,99,5
114390,2015,6,5,1,0
114390,2015,6,5,2,0
114390,2015,6,4,99,37
114390,2015,6,2,1,2
114390,2015,6,2,2,4
114390,2015,6,3,99,55
114390,2015,6,6,1,1
114390,2015,6,6,2,3
114390,2015,6,8,99,16
114390,2015,6,99,1,17
114390,2015,6,99,2,190
114390,2015,6,9,99,9
114390,2015,6,1,1,4
114390,2015,6,1,2,71
114433,2014,6,7,1,1
114433,2014,6,7,2,0
114433,2014,6,5,99,5
114433,2014,6,4,1,0
114433,2014,6,4,2,2
114433,2014,6,2,99,26
114433,2014,6,3,1,8
114433,2014,6,3,2,6
114433,2014,6,6,99,0
114433,2014,6,8,1,10
114433,2014,6,8,2,7
114433,2014,6,99,99,174
114433,2014,6,9,1,0
114433,2014,6,9,2,5
114433,2014,6,1,99,104
114433,2015,6,7,99,1
114433,2015,6,5,1,2
114433,2015,6,5,2,4
114433,2015,6,4,99,6
114433,2015,6,2,1,22
114433,2015,6,2,2,5
114433,2015,6,3,99,40
114433,2015,6,6,1,1
114433,2015,6,6,2,1
114433,2015,6,8,99,18
114433,2015,6,99,1,89
114433,2015,6,99,2,130
114433,2015,6,9,99,7
114433,2015,6,1,1,24
114433,2015,6,1,2,88
114460,2014,6,7,1,1
114460,2014,6,7,2,9
114460,2014,6,5,99,2
114460,2014,6,4,1,1
114460,2014,6,4,2,11
114460,2014,6,2,99,16
114460,2014,6,3,1,5
114460,2014,6,3,2,80
114460,2014,6,6,99,3
114460,2014,6,8,1,0
114460,2014,6,8,2,0
114460,2014,6,99,99,230
114460,2014,6,9,1,0
114460,2014,6,9,2,1
114460,2014,6,1,99,101
114460,2015,6,7,99,12
114460,2015,6,5,1,0
114460,2015,6,5,2,1
114460,2015,6,4,99,14
114460,2015,6,2,1,3
114460,2015,6,2,2,14
114460,2015,6,3,99,49
114460,2015,6,6,1,1
114460,2015,6,6,2,1
114460,2015,6,8,99,0
114460,2015,6,99,1,23
114460,2015,6,99,2,168
114460,2015,6,9,99,0
114460,2015,6,1,1,6
114460,2015,6,1,2,90
114549,2014,6,7,1,2
114549,2014,6,7,2,5
114549,2014,6,5,99,4
114549,2014,6,4,1,1
114549,2014,6,4,2,10
114549,2014,6,2,99,46
114549,2014,6,3,1,13
114549,2014,6,3,2,25
114549,2014,6,6,99,0
114549,2014,6,8,1,1
114549,2014,6,8,2,1
114549,2014,6,99,99,383
114549,2014,6,9,1,12
114549,2014,6,9,2,45
114549,2014,6,1,99,218
114549,2015,6,7,99,10
114549,2015,6,5,1,0
114549,2015,6,5,2,1
114549,2015,6,4,99,14
114549,2015,6,2,1,11
114549,2015,6,2,2,34
114549,2015,6,3,99,31
114549,2015,6,6,1,0
114549,2015,6,6,2,2
114549,2015,6,8,99,2
114549,2015,6,99,1,103
114549,2015,6,99,2,267
114549,2015,6,9,99,62
114549,2015,6,1,1,64
114549,2015,6,1,2,139
114585,2014,6,7,1,0
114585,2014,6,7,2,0
114585,2014,6,5,99,0
114585,2014,6,4,1,16
114585,2014,6,4,2,39
114585,2014,6,2,99,1
114585,2014,6,3,1,1
114585,2014,6,3,2,4
114585,2014,6,6,99,0
114585,2014,6,8,1,6
114585,2014,6,8,2,2
114585,2014,6,99,99,115
114585,2014,6,9,1,0
114585,2014,6,9,2,1
114585,2014,6,1,99,45
114585,2015,6,7,99,0
114585,2015,6,5,1,0
114585,2015,6,5,2,0
114585,2015,6,4,99,20
114585,2015,6,2,1,0
114585,2015,6,2,2,2
114585,2015,6,3,99,3
114585,2015,6,6,1,0
114585,2015,6,6,2,0
114585,2015,6,8,99,3
114585,2015,6,99,1,14
114585,2015,6,99,2,50
114585,2015,6,9,99,0
114585,2015,6,1,1,6
114585,2015,6,1,2,30
114628,2014,6,7,1,0
114628,2014,6,7,2,0
114628,2014,6,5,99,0
114628,2014,6,4,1,1
114628,2014,6,4,2,1
114628,2014,6,2,99,0
114628,2014,6,3,1,3
114628,2014,6,3,2,0
114628,2014,6,6,99,0
114628,2014,6,8,1,0
114628,2014,6,8,2,0
114628,2014,6,99,99,7
114628,2014,6,9,1,0
114628,2014,6,9,2,0
114628,2014,6,1,99,2
114628,2015,6,7,99,0
114628,2015,6,5,1,0
114628,2015,6,5,2,0
114628,2015,6,4,99,0
114628,2015,6,2,1,0
114628,2015,6,2,2,0
114628,2015,6,3,99,5
114628,2015,6,6,1,0
114628,2015,6,6,2,1
114628,2015,6,8,99,0
114628,2015,6,99,1,3
114628,2015,6,99,2,6
114628,2015,6,9,99,0
114628,2015,6,1,1,0
114628,2015,6,1,2,3
114637,2014,6,7,1,0
114637,2014,6,7,2,0
114637,2014,6,5,99,0
114637,2014,6,4,1,4
114637,2014,6,4,2,26
114637,2014,6,2,99,3
114637,2014,6,3,1,1
114637,2014,6,3,2,9
114637,2014,6,6,99,0
114637,2014,6,8,1,0
114637,2014,6,8,2,0
114637,2014,6,99,99,51
114637,2014,6,9,1,0
114637,2014,6,9,2,4
114637,2014,6,1,99,4
114637,2015,6,7,99,0
114637,2015,6,5,1,0
114637,2015,6,5,2,0
114637,2015,6,4,99,30
114637,2015,6,2,1,0
114637,2015,6,2,2,2
114637,2015,6,3,99,3
114637,2015,6,6,1,0
114637,2015,6,6,2,0
114637,2015,6,8,99,0
114637,2015,6,99,1,9
114637,2015,6,99,2,30
114637,2015,6,9,99,0
114637,2015,6,1,1,0
114637,2015,6,1,2,4
114716,2014,6,7,1,12
114716,2014,6,7,2,32
114716,2014,6,5,99,2
114716,2014,6,4,1,101
114716,2014,6,4,2,145
114716,2014,6,2,99,28
114716,2014,6,3,1,77
114716,2014,6,3,2,123
114716,2014,6,6,99,5
114716,2014,6,8,1,98
114716,2014,6,8,2,100
114716,2014,6,99,99,1081
114716,2014,6,9,1,5
114716,2014,6,9,2,8
114716,2014,6,1,99,345
114716,2015,6,7,99,74
114716,2015,6,5,1,0
114716,2015,6,5,2,1
114716,2015,6,4,99,268
114716,2015,6,2,1,12
114716,2015,6,2,2,16
114716,2015,6,3,99,240
114716,2015,6,6,1,3
114716,2015,6,6,2,3
114716,2015,6,8,99,258
114716,2015,6,99,1,540
114716,2015,6,99,2,728
114716,2015,6,9,99,8
114716,2015,6,1,1,159
114716,2015,6,1,2,226
114734,2014,6,7,1,0
114734,2014,6,7,2,0
114734,2014,6,5,99,0
114734,2014,6,4,1,0
114734,2014,6,4,2,0
114734,2014,6,2,99,0
114734,2014,6,3,1,1
114734,2014,6,3,2,0
114734,2014,6,6,99,0
114734,2014,6,8,1,0
114734,2014,6,8,2,0
114734,2014,6,99,99,4
114734,2014,6,9,1,0
114734,2014,6,9,2,0
114734,2014,6,1,99,3
114734,2015,6,7,99,0
114734,2015,6,5,1,0
114734,2015,6,5,2,0
114734,2015,6,4,99,1
114734,2015,6,2,1,0
114734,2015,6,2,2,0
114734,2015,6,3,99,3
114734,2015,6,6,1,0
114734,2015,6,6,2,0
114734,2015,6,8,99,2
114734,2015,6,99,1,5
114734,2015,6,99,2,6
114734,2015,6,9,99,0
114734,2015,6,1,1,2
114734,2015,6,1,2,3
114761,2014,6,7,1,0
114761,2014,6,7,2,0
114761,2014,6,5,99,5
114761,2014,6,4,1,0
114761,2014,6,4,2,0
114761,2014,6,2,99,2
114761,2014,6,3,1,0
114761,2014,6,3,2,2
114761,2014,6,6,99,1
114761,2014,6,8,1,0
114761,2014,6,8,2,0
114761,2014,6,99,99,49
114761,2014,6,9,1,0
114761,2014,6,9,2,0
114761,2014,6,1,99,39
114761,2015,6,7,99,1
114761,2015,6,5,1,0
114761,2015,6,5,2,3
114761,2015,6,4,99,0
114761,2015,6,2,1,0
114761,2015,6,2,2,0
114761,2015,6,3,99,5
114761,2015,6,6,1,0
114761,2015,6,6,2,0
114761,2015,6,8,99,1
114761,2015,6,99,1,2
114761,2015,6,99,2,42
114761,2015,6,9,99,0
114761,2015,6,1,1,1
114761,2015,6,1,2,33
114789,2014,6,7,1,12
114789,2014,6,7,2,26
114789,2014,6,5,99,10
114789,2014,6,4,1,107
114789,2014,6,4,2,204
114789,2014,6,2,99,89
114789,2014,6,3,1,284
114789,2014,6,3,2,487
114789,2014,6,6,99,2
114789,2014,6,8,1,0
114789,2014,6,8,2,1
114789,2014,6,99,99,1795
114789,2014,6,9,1,21
114789,2014,6,9,2,28
114789,2014,6,1,99,524
114789,2015,6,7,99,61
114789,2015,6,5,1,5
114789,2015,6,5,2,4
114789,2015,6,4,99,258
114789,2015,6,2,1,37
114789,2015,6,2,2,41
114789,2015,6,3,99,818
114789,2015,6,6,1,3
114789,2015,6,6,2,2
114789,2015,6,8,99,0
114789,2015,6,99,1,748
114789,2015,6,99,2,935
114789,2015,6,9,99,22
114789,2015,6,1,1,209
114789,2015,6,1,2,223
114813,2014,6,7,1,6
114813,2014,6,7,2,9
114813,2014,6,5,99,11
114813,2014,6,4,1,8
114813,2014,6,4,2,33
114813,2014,6,2,99,32
114813,2014,6,3,1,69
114813,2014,6,3,2,230
114813,2014,6,6,99,6
114813,2014,6,8,1,3
114813,2014,6,8,2,6
114813,2014,6,99,99,830
114813,2014,6,9,1,15
114813,2014,6,9,2,32
114813,2014,6,1,99,370
114813,2015,6,7,99,18
114813,2015,6,5,1,4
114813,2015,6,5,2,10
114813,2015,6,4,99,41
114813,2015,6,2,1,15
114813,2015,6,2,2,30
114813,2015,6,3,99,423
114813,2015,6,6,1,1
114813,2015,6,6,2,2
114813,2015,6,8,99,14
114813,2015,6,99,1,327
114813,2015,6,99,2,711
114813,2015,6,9,99,53
114813,2015,6,1,1,149
114813,2015,6,1,2,278
114840,2014,6,7,1,17
114840,2014,6,7,2,21
114840,2014,6,5,99,0
114840,2014,6,4,1,57
114840,2014,6,4,2,42
114840,2014,6,2,99,34
114840,2014,6,3,1,16
114840,2014,6,3,2,27
114840,2014,6,6,99,1
114840,2014,6,8,1,139
114840,2014,6,8,2,27
114840,2014,6,99,99,760
114840,2014,6,9,1,16
114840,2014,6,9,2,5
114840,2014,6,1,99,358
114840,2015,6,7,99,48
114840,2015,6,5,1,1
114840,2015,6,5,2,1
114840,2015,6,4,99,78
114840,2015,6,2,1,11
114840,2015,6,2,2,28
114840,2015,6,3,99,35
114840,2015,6,6,1,0
114840,2015,6,6,2,0
114840,2015,6,8,99,165
114840,2015,6,99,1,472
114840,2015,6,99,2,282
114840,2015,6,9,99,16
114840,2015,6,1,1,215
114840,2015,6,1,2,156
114859,2014,6,7,1,25
114859,2014,6,7,2,29
114859,2014,6,5,99,4
114859,2014,6,4,1,106
114859,2014,6,4,2,101
114859,2014,6,2,99,39
114859,2014,6,3,1,320
114859,2014,6,3,2,480
114859,2014,6,6,99,3
114859,2014,6,8,1,14
114859,2014,6,8,2,19
114859,2014,6,99,99,1696
114859,2014,6,9,1,22
114859,2014,6,9,2,27
114859,2014,6,1,99,507
114859,2015,6,7,99,50
114859,2015,6,5,1,1
114859,2015,6,5,2,2
114859,2015,6,4,99,197
114859,2015,6,2,1,24
114859,2015,6,2,2,15
114859,2015,6,3,99,909
114859,2015,6,6,1,1
114859,2015,6,6,2,8
114859,2015,6,8,99,32
114859,2015,6,99,1,704
114859,2015,6,99,2,1035
114859,2015,6,9,99,46
114859,2015,6,1,1,200
114859,2015,6,1,2,254
114938,2014,6,7,1,1
114938,2014,6,7,2,1
114938,2014,6,5,99,3
114938,2014,6,4,1,26
114938,2014,6,4,2,17
114938,2014,6,2,99,11
114938,2014,6,3,1,102
114938,2014,6,3,2,212
114938,2014,6,6,99,6
114938,2014,6,8,1,0
114938,2014,6,8,2,1
114938,2014,6,99,99,590
114938,2014,6,9,1,12
114938,2014,6,9,2,13
114938,2014,6,1,99,185
114938,2015,6,7,99,9
114938,2015,6,5,1,1
114938,2015,6,5,2,1
114938,2015,6,4,99,33
114938,2015,6,2,1,2
114938,2015,6,2,2,2
114938,2015,6,3,99,345
114938,2015,6,6,1,0
114938,2015,6,6,2,2
114938,2015,6,8,99,0
114938,2015,6,99,1,246
114938,2015,6,99,2,365
114938,2015,6,9,99,15
114938,2015,6,1,1,96
114938,2015,6,1,2,105
114947,2014,6,7,1,5
114947,2014,6,7,2,3
114947,2014,6,5,99,2
114947,2014,6,4,1,16
114947,2014,6,4,2,16
114947,2014,6,2,99,5
114947,2014,6,3,1,8
114947,2014,6,3,2,14
114947,2014,6,6,99,0
114947,2014,6,8,1,0
114947,2014,6,8,2,0
114947,2014,6,99,99,350
114947,2014,6,9,1,71
114947,2014,6,9,2,93
114947,2014,6,1,99,117
114947,2015,6,7,99,6
114947,2015,6,5,1,0
114947,2015,6,5,2,0
114947,2015,6,4,99,37
114947,2015,6,2,1,0
114947,2015,6,2,2,1
114947,2015,6,3,99,16
114947,2015,6,6,1,0
114947,2015,6,6,2,0
114947,2015,6,8,99,0
114947,2015,6,99,1,151
114947,2015,6,99,2,201
114947,2015,6,9,99,187
114947,2015,6,1,1,41
114947,2015,6,1,2,64
115001,2014,6,7,1,9
115001,2014,6,7,2,20
115001,2014,6,5,99,2
115001,2014,6,4,1,26
115001,2014,6,4,2,44
115001,2014,6,2,99,26
115001,2014,6,3,1,57
115001,2014,6,3,2,111
115001,2014,6,6,99,2
115001,2014,6,8,1,18
115001,2014,6,8,2,36
115001,2014,6,99,99,790
115001,2014,6,9,1,9
115001,2014,6,9,2,16
115001,2014,6,1,99,414
115001,2015,6,7,99,29
115001,2015,6,5,1,0
115001,2015,6,5,2,2
115001,2015,6,4,99,100
115001,2015,6,2,1,6
115001,2015,6,2,2,5
115001,2015,6,3,99,238
115001,2015,6,6,1,0
115001,2015,6,6,2,1
115001,2015,6,8,99,58
115001,2015,6,99,1,301
115001,2015,6,99,2,602
115001,2015,6,9,99,30
115001,2015,6,1,1,136
115001,2015,6,1,2,298
115010,2014,6,7,1,0
115010,2014,6,7,2,0
115010,2014,6,5,99,0
115010,2014,6,4,1,5
115010,2014,6,4,2,17
115010,2014,6,2,99,14
115010,2014,6,3,1,30
115010,2014,6,3,2,90
115010,2014,6,6,99,0
115010,2014,6,8,1,0
115010,2014,6,8,2,0
115010,2014,6,99,99,214
115010,2014,6,9,1,1
115010,2014,6,9,2,10
115010,2014,6,1,99,47
115010,2015,6,7,99,0
115010,2015,6,5,1,0
115010,2015,6,5,2,0
115010,2015,6,4,99,34
115010,2015,6,2,1,5
115010,2015,6,2,2,7
115010,2015,6,3,99,96
115010,2015,6,6,1,0
115010,2015,6,6,2,0
115010,2015,6,8,99,0
115010,2015,6,99,1,59
115010,2015,6,99,2,138
115010,2015,6,9,99,14
115010,2015,6,1,1,14
115010,2015,6,1,2,27
115083,2014,6,7,1,9
115083,2014,6,7,2,8
115083,2014,6,5,99,3
115083,2014,6,4,1,78
115083,2014,6,4,2,138
115083,2014,6,2,99,70
115083,2014,6,3,1,39
115083,2014,6,3,2,62
115083,2014,6,6,99,17
115083,2014,6,8,1,72
115083,2014,6,8,2,148
115083,2014,6,99,99,1129
115083,2014,6,9,1,76
115083,2014,6,9,2,77
115083,2014,6,1,99,332
115083,2015,6,7,99,21
115083,2015,6,5,1,1
115083,2015,6,5,2,3
115083,2015,6,4,99,143
115083,2015,6,2,1,22
115083,2015,6,2,2,30
115083,2015,6,3,99,92
115083,2015,6,6,1,6
115083,2015,6,6,2,8
115083,2015,6,8,99,253
115083,2015,6,99,1,429
115083,2015,6,99,2,563
115083,2015,6,9,99,151
115083,2015,6,1,1,123
115083,2015,6,1,2,139
115126,2014,6,7,1,25
115126,2014,6,7,2,30
115126,2014,6,5,99,4
115126,2014,6,4,1,209
115126,2014,6,4,2,244
115126,2014,6,2,99,16
115126,2014,6,3,1,172
115126,2014,6,3,2,258
115126,2014,6,6,99,2
115126,2014,6,8,1,16
115126,2014,6,8,2,19
115126,2014,6,99,99,1532
115126,2014,6,9,1,15
115126,2014,6,9,2,22
115126,2014,6,1,99,500
115126,2015,6,7,99,61
115126,2015,6,5,1,1
115126,2015,6,5,2,2
115126,2015,6,4,99,358
115126,2015,6,2,1,18
115126,2015,6,2,2,12
115126,2015,6,3,99,423
115126,2015,6,6,1,1
115126,2015,6,6,2,7
115126,2015,6,8,99,30
115126,2015,6,99,1,632
115126,2015,6,99,2,814
115126,2015,6,9,99,11
115126,2015,6,1,1,225
115126,2015,6,1,2,297
115214,2014,6,7,1,0
115214,2014,6,7,2,0
115214,2014,6,5,99,0
115214,2014,6,4,1,1
115214,2014,6,4,2,1
115214,2014,6,2,99,2
115214,2014,6,3,1,0
115214,2014,6,3,2,0
115214,2014,6,6,99,1
115214,2014,6,8,1,6
115214,2014,6,8,2,4
115214,2014,6,99,99,45
115214,2014,6,9,1,2
115214,2014,6,9,2,0
115214,2014,6,1,99,28
115214,2015,6,7,99,0
115214,2015,6,5,1,0
115214,2015,6,5,2,1
115214,2015,6,4,99,5
115214,2015,6,2,1,0
115214,2015,6,2,2,3
115214,2015,6,3,99,3
115214,2015,6,6,1,3
115214,2015,6,6,2,0
115214,2015,6,8,99,10
115214,2015,6,99,1,35
115214,2015,6,99,2,22
115214,2015,6,9,99,5
115214,2015,6,1,1,17
115214,2015,6,1,2,10
115296,2014,6,7,1,44
115296,2014,6,7,2,54
115296,2014,6,5,99,3
115296,2014,6,4,1,56
115296,2014,6,4,2,78
115296,2014,6,2,99,68
115296,2014,6,3,1,137
115296,2014,6,3,2,233
115296,2014,6,6,99,7
115296,2014,6,8,1,30
115296,2014,6,8,2,38
115296,2014,6,99,99,1430
115296,2014,6,9,1,8
115296,2014,6,9,2,16
115296,2014,6,1,99,658
115296,2015,6,7,99,91
115296,2015,6,5,1,2
115296,2015,6,5,2,1
115296,2015,6,4,99,125
115296,2015,6,2,1,25
115296,2015,6,2,2,37
115296,2015,6,3,99,389
115296,2015,6,6,1,6
115296,2015,6,6,2,3
115296,2015,6,8,99,63
115296,2015,6,99,1,534
115296,2015,6,99,2,872
115296,2015,6,9,99,18
115296,2015,6,1,1,247
115296,2015,6,1,2,399
115357,2014,6,7,1,0
115357,2014,6,7,2,0
115357,2014,6,5,99,0
115357,2014,6,4,1,0
115357,2014,6,4,2,0
115357,2014,6,2,99,1
115357,2014,6,3,1,0
115357,2014,6,3,2,10
115357,2014,6,6,99,0
115357,2014,6,8,1,0
115357,2014,6,8,2,0
115357,2014,6,99,99,14
115357,2014,6,9,1,0
115357,2014,6,9,2,0
115357,2014,6,1,99,3
115357,2015,6,7,99,0
115357,2015,6,5,1,0
115357,2015,6,5,2,0
115357,2015,6,4,99,0
115357,2015,6,2,1,0
115357,2015,6,2,2,3
115357,2015,6,3,99,21
115357,2015,6,6,1,0
115357,2015,6,6,2,0
115357,2015,6,8,99,0
115357,2015,6,99,1,3
115357,2015,6,99,2,28
115357,2015,6,9,99,0
115357,2015,6,1,1,2
115357,2015,6,1,2,5
115393,2014,6,7,1,7
115393,2014,6,7,2,7
115393,2014,6,5,99,2
115393,2014,6,4,1,14
115393,2014,6,4,2,24
115393,2014,6,2,99,12
115393,2014,6,3,1,226
115393,2014,6,3,2,351
115393,2014,6,6,99,4
115393,2014,6,8,1,0
115393,2014,6,8,2,0
115393,2014,6,99,99,743
115393,2014,6,9,1,4
115393,2014,6,9,2,4
115393,2014,6,1,99,88
115393,2015,6,7,99,21
115393,2015,6,5,1,2
115393,2015,6,5,2,0
115393,2015,6,4,99,43
115393,2015,6,2,1,6
115393,2015,6,2,2,2
115393,2015,6,3,99,736
115393,2015,6,6,1,1
115393,2015,6,6,2,2
115393,2015,6,8,99,3
115393,2015,6,99,1,366
115393,2015,6,99,2,543
115393,2015,6,9,99,3
115393,2015,6,1,1,41
115393,2015,6,1,2,49
115409,2014,6,7,1,2
115409,2014,6,7,2,3
115409,2014,6,5,99,0
115409,2014,6,4,1,17
115409,2014,6,4,2,21
115409,2014,6,2,99,2
115409,2014,6,3,1,9
115409,2014,6,3,2,4
115409,2014,6,6,99,0
115409,2014,6,8,1,10
115409,2014,6,8,2,8
115409,2014,6,99,99,184
115409,2014,6,9,1,7
115409,2014,6,9,2,4
115409,2014,6,1,99,97
115409,2015,6,7,99,8
115409,2015,6,5,1,0
115409,2015,6,5,2,0
115409,2015,6,4,99,47
115409,2015,6,2,1,1
115409,2015,6,2,2,0
115409,2015,6,3,99,17
115409,2015,6,6,1,0
115409,2015,6,6,2,0
115409,2015,6,8,99,23
115409,2015,6,99,1,101
115409,2015,6,99,2,92
115409,2015,6,9,99,8
115409,2015,6,1,1,48
115409,2015,6,1,2,41
115658,2014,6,7,1,0
115658,2014,6,7,2,0
115658,2014,6,5,99,0
115658,2014,6,4,1,0
115658,2014,6,4,2,14
115658,2014,6,2,99,3
115658,2014,6,3,1,4
115658,2014,6,3,2,31
115658,2014,6,6,99,0
115658,2014,6,8,1,0
115658,2014,6,8,2,0
115658,2014,6,99,99,56
115658,2014,6,9,1,0
115658,2014,6,9,2,3
115658,2014,6,1,99,1
115658,2015,6,7,99,0
115658,2015,6,5,1,0
115658,2015,6,5,2,0
115658,2015,6,4,99,14
115658,2015,6,2,1,0
115658,2015,6,2,2,6
115658,2015,6,3,99,52
115658,2015,6,6,1,0
115658,2015,6,6,2,3
115658,2015,6,8,99,1
115658,2015,6,99,1,10
115658,2015,6,99,2,68
115658,2015,6,9,99,0
115658,2015,6,1,1,0
115658,2015,6,1,2,2
115728,2014,6,7,1,4
115728,2014,6,7,2,5
115728,2014,6,5,99,2
115728,2014,6,4,1,7
115728,2014,6,4,2,39
115728,2014,6,2,99,61
115728,2014,6,3,1,22
115728,2014,6,3,2,49
115728,2014,6,6,99,8
115728,2014,6,8,1,5
115728,2014,6,8,2,9
115728,2014,6,99,99,327
115728,2014,6,9,1,4
115728,2014,6,9,2,25
115728,2014,6,1,99,87
115728,2015,6,7,99,3
115728,2015,6,5,1,1
115728,2015,6,5,2,1
115728,2015,6,4,99,50
115728,2015,6,2,1,10
115728,2015,6,2,2,60
115728,2015,6,3,99,65
115728,2015,6,6,1,1
115728,2015,6,6,2,0
115728,2015,6,8,99,12
115728,2015,6,99,1,80
115728,2015,6,99,2,230
115728,2015,6,9,99,18
115728,2015,6,1,1,26
115728,2015,6,1,2,63
115746,2014,6,7,1,2
115746,2014,6,7,2,9
115746,2014,6,5,99,0
115746,2014,6,4,1,0
115746,2014,6,4,2,1
115746,2014,6,2,99,13
115746,2014,6,3,1,6
115746,2014,6,3,2,24
115746,2014,6,6,99,0
115746,2014,6,8,1,0
115746,2014,6,8,2,5
115746,2014,6,99,99,292
115746,2014,6,9,1,11
115746,2014,6,9,2,37
115746,2014,6,1,99,184
115746,2015,6,7,99,12
115746,2015,6,5,1,0
115746,2015,6,5,2,0
115746,2015,6,4,99,6
115746,2015,6,2,1,1
115746,2015,6,2,2,5
115746,2015,6,3,99,32
115746,2015,6,6,1,0
115746,2015,6,6,2,0
115746,2015,6,8,99,4
115746,2015,6,99,1,49
115746,2015,6,99,2,200
115746,2015,6,9,99,27
115746,2015,6,1,1,29
115746,2015,6,1,2,133
115755,2014,6,7,1,38
115755,2014,6,7,2,60
115755,2014,6,5,99,26
115755,2014,6,4,1,33
115755,2014,6,4,2,22
115755,2014,6,2,99,47
115755,2014,6,3,1,146
115755,2014,6,3,2,213
115755,2014,6,6,99,2
115755,2014,6,8,1,8
115755,2014,6,8,2,11
115755,2014,6,99,99,1785
115755,2014,6,9,1,89
115755,2014,6,9,2,99
115755,2014,6,1,99,991
115755,2015,6,7,99,108
115755,2015,6,5,1,7
115755,2015,6,5,2,18
115755,2015,6,4,99,63
115755,2015,6,2,1,33
115755,2015,6,2,2,28
115755,2015,6,3,99,447
115755,2015,6,6,1,3
115755,2015,6,6,2,1
115755,2015,6,8,99,30
115755,2015,6,99,1,880
115755,2015,6,99,2,1063
115755,2015,6,9,99,178
115755,2015,6,1,1,478
115755,2015,6,1,2,549
115773,2014,6,7,1,0
115773,2014,6,7,2,0
115773,2014,6,5,99,1
115773,2014,6,4,1,5
115773,2014,6,4,2,10
115773,2014,6,2,99,22
115773,2014,6,3,1,21
115773,2014,6,3,2,70
115773,2014,6,6,99,2
115773,2014,6,8,1,30
115773,2014,6,8,2,20
115773,2014,6,99,99,273
115773,2014,6,9,1,5
115773,2014,6,9,2,5
115773,2014,6,1,99,82
115773,2015,6,7,99,0
115773,2015,6,5,1,1
115773,2015,6,5,2,0
115773,2015,6,4,99,20
115773,2015,6,2,1,4
115773,2015,6,2,2,26
115773,2015,6,3,99,67
115773,2015,6,6,1,2
115773,2015,6,6,2,0
115773,2015,6,8,99,33
115773,2015,6,99,1,69
115773,2015,6,99,2,148
